,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
SF3A2,2.1119582623396447,False,False,True,False,1.5416194357817048,False,False,False,False,0.5703388265579399,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.1119582623396447,1.5416194357817048
SF3A3,2.561123186821664,False,False,True,False,1.4379671349880567,False,False,False,False,1.1231560518336074,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.561123186821664,1.4379671349880567
SF3B1,2.453184891063636,False,False,True,False,0.5704920631645862,False,False,False,False,1.8826928278990491,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.453184891063636,0.5704920631645862
SF3B2,2.009008081825528,False,False,True,False,1.1376187891894247,False,False,True,False,0.8713892926361027,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.009008081825528,1.1376187891894247
SF3B3,1.836536001105088,False,False,True,False,0.4808639653831186,False,False,False,False,1.3556720357219696,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.836536001105088,0.4808639653831186
SF3B6,2.558580847999597,False,False,True,False,0.4877445328851628,False,False,False,False,2.070836315114434,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.558580847999597,0.4877445328851628
SFN,-0.5158545941890154,True,False,False,False,-0.3582019534922835,True,False,False,False,-0.1576526406967282,False,False,False,False,False,,True,True,False,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.5158545941890154,-0.3582019534922835
SFPQ,1.77786479157092,False,False,True,False,0.2952370372618169,False,False,False,False,1.482627754309103,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.77786479157092,0.2952370372618169
SGCD,1.6675311206053252,False,False,False,False,0.7292152961758553,False,False,False,False,0.9383158244294698,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.6675311206053252,0.7292152961758553
SH3BGRL3,0.3221700022325393,False,False,False,False,0.1936096607234034,False,False,False,False,0.1285603415091358,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3221700022325393,0.1936096607234034
SH3GL1,-0.4815561803660486,False,False,False,False,-1.4165512965932905,False,True,False,False,0.934995116227242,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.4815561803660486,-1.4165512965932905
SIN3A,2.095821631600458,True,False,False,False,-3.6308524418112142,True,True,False,False,5.726674073411672,False,True,True,False,False,Neither,True,False,True,True,False,True,,True,#bdbdbd,black,3,0.8,#525252,0.35,4,v,False,2.095821631600458,-3.1125
SLFN5,0.719727970226888,False,False,True,False,0.0386091167279438,False,False,False,False,0.6811188534989441,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.719727970226888,0.0386091167279438
SMARCA1,-0.2512369320436356,False,False,False,False,0.0756031441666778,False,False,False,False,-0.3268400762103134,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2512369320436356,0.0756031441666778
SMARCA4,1.3946515920163025,False,False,True,False,2.228708858383559,False,False,True,False,-0.8340572663672567,False,False,False,False,False,Strongly recruited,True,True,False,False,False,False,,True,#BA5047,#BA5047,4,0.8,#CDCDCD,0.35,8,o,False,1.3946515920163025,2.228708858383559
SMARCA5,0.6959485883495411,False,False,False,False,0.9120122760583768,False,False,True,False,-0.2160636877088357,False,False,False,False,False,Strongly recruited,True,True,False,False,False,False,,True,#BA5047,#BA5047,4,0.8,#CDCDCD,0.35,8,o,False,0.6959485883495411,0.9120122760583768
SMARCC2,0.9717484163050508,False,False,False,False,-0.1613180994249354,False,False,False,False,1.1330665157299862,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9717484163050508,-0.1613180994249354
SMC1A,1.5961178007436558,False,False,True,False,1.66614761208492,False,False,True,False,-0.0700298113412642,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5961178007436558,1.66614761208492
SMC3,1.3896611434703663,False,False,False,False,0.321407606188778,False,False,False,False,1.0682535372815885,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3896611434703663,0.321407606188778
SMCHD1,-0.1686939438169332,False,False,False,False,0.1463753778932712,False,False,False,False,-0.3150693217102045,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1686939438169332,0.1463753778932712
SMPD4,-0.0706811924063544,False,False,False,False,0.1753308585569009,False,False,False,False,-0.2460120509632553,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0706811924063544,0.1753308585569009
SMTN,-0.3783121936360274,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-0.3783121936360274,-3.1125
SMU1,0.1706179951375688,False,True,False,False,-0.1503898013863178,False,True,False,False,0.3210077965238866,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.1706179951375688,-0.1503898013863178
SND1,0.8307877345934251,False,False,True,False,0.5341241335081222,False,False,True,False,0.296663601085303,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8307877345934251,0.5341241335081222
SNRNP200,0.942503326514057,False,False,False,False,0.3905369094137434,False,False,False,False,0.5519664171003136,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.942503326514057,0.3905369094137434
SNRNP40,1.3964130343587833,False,False,True,False,0.2963218516898642,False,False,False,False,1.100091182668919,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3964130343587833,0.2963218516898642
SNRNP70,1.8585131002195752,False,False,True,False,0.7645534509224738,False,False,False,False,1.093959649297101,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8585131002195752,0.7645534509224738
SNRPA,2.254476479769668,False,False,True,False,1.214188120159978,False,False,True,False,1.04028835960969,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.254476479769668,1.214188120159978
SNRPA1,1.8026585639684107,False,False,True,False,1.411266546244189,False,False,True,False,0.3913920177242218,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8026585639684107,1.411266546244189
SNRPB,1.2075467895278038,False,False,True,False,0.5188627146284297,False,False,True,False,0.6886840748993741,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.2075467895278038,0.5188627146284297
SNRPB2,2.2847491521346086,False,False,True,False,1.535868051149745,False,False,True,False,0.7488811009848639,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.2847491521346086,1.535868051149745
SNRPD1,0.6919092374285363,False,False,True,False,0.8176574383737929,False,False,True,False,-0.1257482009452566,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6919092374285363,0.8176574383737929
SNRPD2,1.7081036402159029,False,False,True,False,0.634951806717897,False,False,True,False,1.073151833498006,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.7081036402159029,0.634951806717897
SNRPD3,1.4884390311357123,False,False,True,False,0.4983474815161841,False,False,False,False,0.9900915496195282,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.4884390311357123,0.4983474815161841
SNRPF,0.7304715684647753,False,False,False,False,1.4489541610932264,False,False,True,False,-0.718482592628451,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7304715684647753,1.4489541610932264
SNRPG,1.4654024724775283,False,False,True,False,0.8317331309082192,False,False,True,False,0.6336693415693091,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4654024724775283,0.8317331309082192
SNTB2,-inf,True,False,False,True,-0.3045593683468794,False,False,False,False,-inf,True,False,False,True,False,,False,True,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,-0.3045593683468794
SNU13,0.937291155587996,False,False,True,False,0.4923788651495719,False,False,False,False,0.4449122904384239,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.937291155587996,0.4923788651495719
SNW1,0.5385713940995984,False,False,False,False,0.0545795768529373,False,False,False,False,0.483991817246661,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5385713940995984,0.0545795768529373
SP100,-0.0674601624498691,False,False,False,False,0.0050063642457551,False,False,False,False,-0.0724665266956243,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0674601624498691,0.0050063642457551
SPATS2L,1.225250003492821,False,False,True,False,1.5151516982882924,False,False,True,False,-0.2899016947954713,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.225250003492821,1.5151516982882924
SPECC1,1.83273541255015,False,False,True,False,0.5157782317540409,False,False,False,False,1.3169571807961091,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.83273541255015,0.5157782317540409
SPIN1,4.866697751060944,False,False,True,False,1.0918142966528386,False,False,True,False,3.774883454408105,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,4.866697751060944,1.0918142966528386
SPRR1B,1.1052988412459932,False,False,False,False,1.5160786226650345,False,False,False,False,-0.4107797814190412,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1052988412459932,1.5160786226650345
SPRR3,-6.577089040121358,True,True,False,False,-6.371055768722815,True,True,False,False,-0.2060332713985424,False,True,False,False,False,,False,False,True,True,False,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-down-left,False,-3.1598203484432785,-3.0615066308306944
SPTAN1,0.6655271975194097,False,False,False,False,1.238805229731618,False,False,True,False,-0.5732780322122082,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6655271975194097,1.238805229731618
SPTBN1,1.101726004649603,False,False,True,False,0.3679320302247362,False,False,False,False,0.7337939744248665,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.101726004649603,0.3679320302247362
SRP14,1.4126774573968568,False,False,True,False,4.551976727554912,False,False,True,False,-3.1392992701580558,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,1.4126774573968568,4.551976727554912
SRPRA,1.5918438069198473,False,False,True,False,1.6655634249992346,False,False,True,False,-0.0737196180793873,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5918438069198473,1.6655634249992346
SRRM1,0.2208818429641539,False,False,False,False,0.272182181162087,False,False,False,False,-0.0513003381979331,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2208818429641539,0.272182181162087
SRRM2,0.75162752973538,False,False,False,False,0.0319291972371935,False,False,False,False,0.7196983324981865,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.75162752973538,0.0319291972371935
SRRT,1.8530159919154805,False,False,True,False,0.669529179974365,False,False,False,False,1.1834868119411155,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.8530159919154805,0.669529179974365
SRSF1,1.1207059235290444,False,False,True,False,-0.132440287761792,False,False,False,False,1.2531462112908365,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.1207059235290444,-0.132440287761792
SRSF10,-1.753804947385461,False,False,False,False,0.1946245872067002,False,False,False,False,-1.9484295345921616,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.753804947385461,0.1946245872067002
SRSF2,1.0530525426006534,False,False,True,False,0.4923027491404923,False,False,False,False,0.5607497934601611,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0530525426006534,0.4923027491404923
SRSF3,1.1532039105817695,False,False,True,False,0.4678182255644145,False,False,False,False,0.685385685017355,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1532039105817695,0.4678182255644145
SRSF4,inf,True,False,False,True,inf,True,False,False,True,1.7580610537527797,False,False,False,False,False,Neither,False,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.002182428910607,5.95726663594115
SRSF5,-0.2831338683085604,False,False,False,False,0.7520394216623743,False,False,False,False,-1.0351732899709347,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2831338683085604,0.7520394216623743
SRSF7,1.2775295483808833,False,False,True,False,0.3266067867538602,False,False,False,False,0.950922761627023,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2775295483808833,0.3266067867538602
SRSF9,1.4757832773642754,False,False,True,False,0.4754392133976957,False,False,False,False,1.0003440639665797,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.4757832773642754,0.4754392133976957
SSB,0.7586316225605927,False,False,False,False,1.1756286626061725,False,False,False,False,-0.4169970400455796,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7586316225605927,1.1756286626061725
SSR1,0.6960708235180846,False,False,True,False,0.7887433897541527,False,False,True,False,-0.0926725662360681,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6960708235180846,0.7887433897541527
SSR4,0.6469779520446188,False,False,False,False,0.6386902702457782,False,False,False,False,0.0082876817988406,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6469779520446188,0.6386902702457782
SSRP1,0.3539181939759572,False,False,False,False,0.1587004634422335,False,False,False,False,0.1952177305337237,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3539181939759572,0.1587004634422335
STAT1,-0.2312722269336333,True,True,False,False,-inf,True,False,False,True,inf,True,True,False,True,False,,True,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-0.2312722269336333,-3.1125
STAU1,1.5881059051695736,False,False,True,False,0.9692388565026526,False,False,False,False,0.618867048666921,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5881059051695736,0.9692388565026526
STRAP,0.875558100956841,False,False,False,False,-0.2150339137547909,False,True,False,False,1.090592014711632,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.875558100956841,-0.2150339137547909
STRN3,-inf,True,False,False,True,-0.2440184413569248,False,True,False,False,-inf,True,True,False,True,False,,False,True,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,-0.2440184413569248
STT3A,0.914048508969426,False,False,True,False,1.1424692428149967,False,False,True,False,-0.2284207338455708,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.914048508969426,1.1424692428149967
SUB1,0.0683334157072117,False,False,False,False,-0.1104259617222211,False,False,False,False,0.1787593774294329,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0683334157072117,-0.1104259617222211
SUMO2,2.1432430258069672,False,False,True,False,0.923000200735455,False,False,True,False,1.2202428250715125,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.1432430258069672,0.923000200735455
SUN1,-0.28696673417625,False,True,False,False,0.8805908057922771,False,False,False,False,-1.1675575399685272,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.28696673417625,0.8805908057922771
SUN2,-0.3573033363138478,False,False,False,False,-0.3705271734131017,False,False,False,False,0.0132238370992538,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.3573033363138478,-0.3705271734131017
SUPT16H,1.213660567705972,False,False,True,False,1.1441257471472888,False,False,True,False,0.0695348205586832,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.213660567705972,1.1441257471472888
SUPT5H,2.170320189002741,False,False,True,False,1.0257966517336996,False,False,True,False,1.1445235372690412,False,False,True,False,False,Strongly recruited,True,True,False,False,False,False,False,True,#BA5047,#BA5047,4,0.8,#525252,0.35,8,o,False,2.170320189002741,1.0257966517336996
SUPT6H,3.155397389098159,False,False,True,False,2.13473779249852,False,False,True,False,1.0206595965996392,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,3.155397389098159,2.13473779249852
SURF6,1.1612173613585457,False,False,True,False,1.711794968078305,False,False,True,False,-0.5505776067197594,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1612173613585457,1.711794968078305
SVIL,1.738218242196222,False,False,True,False,1.3767200884384074,False,True,False,False,0.3614981537578146,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.738218242196222,1.3767200884384074
SYNCRIP,1.7963824085042326,False,False,True,False,1.336886942114479,False,False,True,False,0.4594954663897539,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7963824085042326,1.336886942114479
TAF15,0.3242113179377739,False,False,False,False,0.0724463699441315,False,False,False,False,0.2517649479936423,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3242113179377739,0.0724463699441315
TAGLN,0.4560801896579178,False,False,False,False,0.456044461623911,False,False,False,False,3.572803400686553e-05,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4560801896579178,0.456044461623911
TAGLN2,1.1781177952311026,False,False,True,False,0.9791525907554152,False,False,False,False,0.1989652044756873,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1781177952311026,0.9791525907554152
TALDO1,0.729494422956467,False,False,True,False,0.5617011817808972,False,False,True,False,0.1677932411755698,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.729494422956467,0.5617011817808972
TARDBP,2.0671571266391062,False,False,True,False,1.243067765557285,False,False,True,False,0.8240893610818212,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.0671571266391062,1.243067765557285
TBL1XR1,-0.0384354263965569,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,Neither,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-0.0384354263965569,-3.1125
TBL2,1.2210444438022563,False,False,True,False,1.2511500079718123,False,False,True,False,-0.0301055641695562,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2210444438022563,1.2511500079718123
TBL3,-0.4484772941530544,False,False,False,False,0.0287848909774055,False,False,False,False,-0.4772621851304599,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.4484772941530544,0.0287848909774055
TCOF1,0.7677741560516047,False,False,True,False,1.0163361419667396,False,False,True,False,-0.2485619859151349,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7677741560516047,1.0163361419667396
TEAD1,1.3194824258907865,False,False,True,False,0.3133861001185813,False,False,False,False,1.006096325772205,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.3194824258907865,0.3133861001185813
TF,0.519320800836713,False,False,False,False,1.2315150779215926,False,False,False,False,-0.7121942770848797,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.519320800836713,1.2315150779215926
TGFB1I1,2.274842977973485,False,False,True,False,0.9170247988901288,False,False,True,False,1.357818179083356,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.274842977973485,0.9170247988901288
TGFBI,2.816676847653224,True,True,False,False,-inf,True,True,False,True,inf,True,False,False,True,False,,True,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,2.816676847653224,-3.1125
TGM1,1.2542443321300605,False,False,True,False,1.3542333599956071,False,False,True,False,-0.099989027865547,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2542443321300605,1.3542333599956071
TGM2,-0.289878597336088,False,False,False,False,1.0042825669731563,False,False,False,False,-1.2941611643092443,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.289878597336088,1.0042825669731563
TGM3,1.4413971570804662,False,False,True,False,1.381049125510479,False,False,True,False,0.0603480315699869,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4413971570804662,1.381049125510479
THBS1,-0.6937819993522325,False,False,False,False,-1.6748609860566432,False,False,True,False,0.9810789867044108,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.6937819993522325,-1.6748609860566432
THRAP3,0.0925820006357938,False,False,False,False,0.2574286762936886,False,False,False,False,-0.1648466756578948,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0925820006357938,0.2574286762936886
THYN1,0.1287664320316537,False,False,False,False,-0.133960209725604,False,False,False,False,0.2627266417572578,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.1287664320316537,-0.133960209725604
TJP1,0.8538374384368659,False,False,False,False,0.8690680778068405,False,False,False,False,-0.0152306393699745,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8538374384368659,0.8690680778068405
TKT,0.6482485346699001,False,False,True,False,0.1621092352509734,False,False,False,False,0.4861392994189266,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6482485346699001,0.1621092352509734
TLN1,0.3762916466586432,False,False,False,False,0.5875122865898916,False,False,False,False,-0.2112206399312484,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3762916466586432,0.5875122865898916
TMA16,-0.5925674335926097,False,False,False,False,-0.4158581268654728,False,False,False,False,-0.1767093067271368,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.5925674335926097,-0.4158581268654728
TMCO1,0.0671933107658979,False,False,False,False,1.1011604777039707,False,False,False,False,-1.0339671669380728,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0671933107658979,1.1011604777039707
TMEM214,1.3055771883773597,False,False,True,False,1.0386078573106268,False,False,True,False,0.2669693310667327,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3055771883773597,1.0386078573106268
TMPO (1),-0.3140348390274781,False,False,False,False,0.2641791590973383,False,False,False,False,-0.5782139981248164,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.3140348390274781,0.2641791590973383
TMPO (2),0.5103630849160439,False,False,False,False,0.1261029487929938,False,False,False,False,0.38426013612305,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5103630849160439,0.1261029487929938
TNC,0.023493461647984,False,False,False,False,-0.2858767920521572,False,False,False,False,0.3093702537001412,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.023493461647984,-0.2858767920521572
