Label,H3_1,H3_2,H3_3,H4_1,H4_2,H4_3,H3K4me3_1,H3K4me3_2,H3K4me3_3,H3K4me1_1,H3K4me1_2,H3K4me1_3
THSD4,,,,,,,,,380406.708333333,251135.958333333,,
THBS1,2894524.04166667,1052755.66666667,2541414.83333333,830100.25,1653181.75,1714490.75,322867.375,330223.0234375,642472.0,622308.5,358150.833333333,237977.333333333
THYN1,2643512.875,1721718.75,4621494.625,3679955.125,2720936.125,3850189.25,1877429.625,1083223.9375,1242911.6875,2136074.5,2134950.875,1911508.75
THRAP3,11618328.7916667,10565115.71875,18183476.1041667,7375675.04166667,3144203.125,8529185.91666667,4019939.70833333,3396837.33333333,4006110.9375,5611740.04166667,12035789.5833333,6795801.6875
TJP1,3572847.33333333,2699505.33333333,3333678.33333333,,1080741.75,2815316.66666667,1361356.08333333,1571763.83333333,2437078.0,2722725.16666667,2521400.33333333,4669406.33333333
TJP2,,,,,,,,,87537.21875,,,
TOR1AIP1,8779843.0,6652258.16666667,9535329.02083333,7182016.41666667,5630986.83333333,7676385.58333333,3368253.10416667,2548075.25,4210724.91666667,8252219.8125,6429644.88020833,6209122.9375
TP53BP1,1390746.375,1104619.35416667,1881573.91666667,1383846.89583333,853542.666666667,1234375.3125,957072.052083333,545182.84375,911686.229166667,1920395.875,1687828.5,1487882.4375
TALDO1,1120750.33333333,924305.5,1585770.95833333,1139577.20833333,1055565.95833333,1067923.625,766326.541666667,645499.145833333,909089.541666667,1071889.42708333,1449542.5,1215981.72916667
SMARCA4,1550470.83333333,868465.645833333,953317.083333333,359581.833333333,376085.291666667,294067.208333333,445985.166666667,331003.770833333,1889229.33333333,1803619.91666667,2271642.78125,2296708.75
SUPT5H,2078805.15625,1174648.75,2761253.6875,674581.75,1071228.5,1629030.3125,2414555.4375,2023480.5,3571455.25,2582862.25,1892930.625,1967260.6875
SUPT6H,272183.25,,311876.0625,205750.135416667,243570.5625,307537.729166667,544287.375,864247.328125,1576624.79166667,1242190.10416667,818799.208333333,520003.0625
BTF3,1887045.625,1134331.69791667,2781983.91666667,1857278.875,1906033.125,1932800.08333333,1734625.58333333,1105731.89583333,1564036.375,2601047.33333333,2287175.70833333,1114961.375
TRIM28,5767785.54166667,4201418.02083333,7607812.52083333,4417466.875,3226778.83333333,4574139.625,4246558.35416667,4208380.41145833,6564856.33333333,6360216.41666667,5542598.58333333,5794463.59375
PURA,195759.5625,,,162000.3125,193027.046875,178516.65625,228410.296875,183639.34375,187868.578125,118469.421875,566466.3125,
PURB,719256.625,428144.5625,212037.765625,307919.875,452877.96875,397087.71875,367249.4375,,809074.4375,1436130.0,413604.4375,
TEAD1,3533818.5,3530317.25,3067470.0,3273972.16666667,2864964.79166667,3650309.41666667,3492839.83333333,2623920.125,4169780.58333333,3272319.75,3228936.5,2658617.83333333
TBL2,3583438.33333333,1698878.11458333,4227500.54166667,2660092.27083333,3059619.91666667,944631.666666667,2381193.29166667,1671501.16666667,3040520.41666667,4321340.0,4775612.375,3718039.25
TBL3,1091443.89583333,649799.0,1019660.45833333,,371010.208333333,748462.083333333,347204.0625,120471.854166667,206960.458333333,292352.8125,176634.520833333,2693455.4375
TFRC,,,,,,,,,,,,
TRA2A,,,654357.729166667,,,,,,,,,
TRA2B,1291720.72916667,1214546.0,2191283.4375,387496.192708333,812034.729166667,,426170.708333333,458939.697916667,576832.5625,767028.5,602379.614583333,348965.302083333
TGFB1I1,2809056.67708333,1939514.0,3119271.0,2349819.83333333,2897884.33333333,1819914.4375,4244893.0625,4173659.65625,6305081.11458333,3157608.66666667,3713914.33333333,3369585.33333333
TGFBI,,,186779.9375,,,,1363145.20833333,95131.1979166667,,,,
TAGLN,5800698.91666667,5106055.83333333,7129851.16666667,5420839.66666667,6116780.16666667,3965472.83333333,2439198.76041667,2397039.93229167,4996597.5,7312768.5,5315915.91666667,4475368.66666667
TAGLN2,2967924.83333333,1610550.58333333,3539564.16666667,842039.541666667,2456497.08333333,1827334.91666667,1351235.60416667,1650331.39583333,2821734.25,4194588.08333333,2717043.04166667,2174068.45833333
VCP,11844045.8229167,11366158.0,9407132.58333333,194085.2265625,464960.239583333,377783.229166667,174342.104166667,268150.686848958,591561.270833333,586247.791666667,498862.239583333,785139.729166667
TKT,6665664.75,3159437.625,5875699.33333333,5419359.875,5971385.875,5436057.66666667,3922744.875,2463225.5,3992018.25,5326361.25,4284842.79166667,3662839.54166667
TMA16,3583970.5,1692842.54166667,4103001.45833333,2852809.20833333,4471511.83333333,3259239.91666667,1430551.14583333,393715.291666667,1131320.5,2298868.75,2228084.83333333,1069877.41666667
TSN,766888.9375,1312762.125,,,399629.40625,,396971.109375,293354.625,1051054.0625,1064528.75,2570523.25,
TRAM1,1386301.5,176830.75,1552085.40625,974737.984375,1252284.875,1043233.96875,987807.859375,765820.296875,1573663.21875,1756070.40625,1351915.765625,1724436.625
TRAM2,830993.34375,624322.78125,1100120.3125,,,157174.703125,,,,889991.4375,764667.4375,
SEC63,1111436.33333333,628115.604166667,1317543.45833333,2201734.39583333,1221533.25,2948404.97916667,686576.208333333,646515.5,915411.875,1173666.54166667,1329581.33333333,1375903.29166667
SSR1,6672940.0,4118645.25,9067712.0,5554070.5,7096720.25,5230412.66666667,4169584.09895833,2455828.91666667,6392355.41666667,6165473.41666667,8855085.0,8657817.91666667
SSR4,227295.520833333,,1539828.52083333,481614.291666667,263017.708333333,684806.645833333,429512.375,102922.760416667,625156.020833333,,819284.958333333,365874.208333333
TMEM214,548984.916666667,374834.083333333,687891.0,498403.729166667,514389.166666667,644808.541666667,534537.4375,410411.083333333,715184.291666667,991926.166666667,818281.333333333,660784.791666667
TNPO1,2331708.01041667,1308324.27604167,1655380.0625,1074096.66666667,1979460.60416667,826813.630208333,1551743.95833333,678019.636067708,1799349.203125,3686928.25,1695501.63541667,2223576.75520833
TNPO3,,,,,,,,,,,,
TCOF1,8222083.58333333,4394036.95833333,9093409.52083333,7870938.91666667,9949686.91666667,8017565.16666667,5196112.0,4616030.0,6347422.66666667,12385495.6458333,10830568.6666667,11333861.9583333
TRIOBP,,,,,,,,,,,,
TPI1,1036517.35416667,481662.833333333,753487.75,1079578.04166667,886971.958333333,1169342.64583333,632756.229166667,348098.604166667,397103.375,660369.020833333,431965.583333333,1630652.375
TPM1,369553.041666667,503399.375,1115105.25,660697.708333333,,767770.0,476795.375,511317.291666667,691015.541666667,326083.479166667,948060.583333333,390178.875
TPM3,1367518.22916667,1023819.5,2717484.58333333,141138.46875,1912317.22916667,480784.729166667,547100.447916667,758098.302083333,1651297.33333333,1213133.16666667,1089932.16666667,1132097.08333333
TPM4,1453091.0,1188244.47916667,2504661.20833333,864363.885416667,1966697.08333333,1099913.33333333,785101.338541667,1272271.41666667,1921628.16666667,3036876.0,1600757.33333333,660041.114583333
TPM2,,694389.666666667,486295.291666667,608844.958333333,,1179680.25,318232.875,,1304863.75,,205301.0,
TNNT3,330036.8125,,470709.3125,137928.359375,145612.125,301447.1875,,,,,,
TUBA1A,622947.6875,2209389.5,2784336.375,1501330.625,2104840.4375,1915241.75,165751.875,33963.20703125,3405002.125,1369974.25,1821357.375,1028724.875
TUBA1C,,,,,,,,,,,342482.03125,
TUBA4A,2531926.125,1224571.75,2378763.25,2181692.3125,2470507.5625,2657033.25,980849.5,266826.375,1136198.5625,922461.5625,2124448.6875,1184668.5
TUBB,1337983.33333333,,3615667.75,2244444.08333333,3800876.0,1134950.04166667,2398949.95833333,2560375.33333333,5235159.91666667,4536668.95833333,3042572.20833333,1158498.20833333
TUBB2A,306016.916666667,173717.0625,786920.145833333,450609.5625,181240.791666667,88669.4583333333,122838.3125,,504820.0625,,,
TUBB3,,,161957.291666667,101057.645833333,,47438.265625,,,,,,
TUBB6,1442568.29166667,1560490.5,3827502.16666667,2845860.54166667,3385058.1875,2635001.16666667,1984564.375,3621622.42708333,5908721.04166667,2327930.54166667,6119722.5625,2696141.0
BAZ1B,5071314.5,3840704.0,6564710.66666667,5273666.16666667,5854058.16666667,5318223.66666667,1910268.125,833591.375,1752946.91666667,4227396.25,3993551.83333333,3120852.75
LCK,2012019.5625,1594252.59375,3228194.5,1001682.25,2029583.0,1440676.5625,1454208.9375,771009.8125,1742610.421875,1192127.25,1109397.75,800913.5
SNRNP70,5301600.54166667,1151403.72916667,6541181.66666667,2863109.35416667,2072446.734375,1957114.4375,3199490.0,4154585.16666667,5246387.08333333,4635335.66666667,3314333.41666667,2779531.16666667
SNRPA,1081072.75,843679.0,1587093.8125,2939881.75,2748371.25,2973305.5,2834975.5,3138132.0,4890625.25,4220679.0,2881850.875,2448957.5625
SNRPA1,696294.25,,,490295.84375,1145745.54166667,766163.520833333,1161726.94791667,531340.401041667,1661950.5,1784053.16145833,1242595.19791667,1221291.95833333
SNRPB2,545435.666666667,,244349.666666667,538711.5,774202.75,628682.229166667,901984.125,706856.125,1100814.95833333,1019073.95833333,890893.083333333,970130.395833333
U2SURP,195189.546875,,,,,,,,,,,74786.59375
UTP18,2089383.125,1052736.515625,1993890.5,909169.40625,914205.296875,871951.0,813399.5625,835617.28125,1593823.0,2061445.5,1483841.8125,1389896.9375
RRP9,,,,,,,,56082.6510416667,,168466.052083333,447839.354166667,113061.020833333
PRPF31,242721.84375,,,,278090.375,,230743.04296875,28419.25390625,,,,
PRPF4,,,212016.020833333,,,,155547.177083333,,110079.1171875,,179106.375,453029.291666667
SART1,6654820.0,5999463.33333333,4451196.84375,4863978.0,5084821.11458333,3123200.30208333,1094490.79166667,3815760.54166667,6997227.91666667,4182566.47916667,3368399.34375,4649040.0
SNRNP200,787100.583333333,1103573.27083333,1265358.75,168156.96875,1066338.45833333,530367.104166667,411290.666666667,462910.5,818625.416666667,1043467.625,819840.25,344327.520833333
SNRNP40,,,746073.166666667,571967.4375,,679294.333333333,501524.614583333,629904.385416667,835313.125,408782.895833333,797102.416666667,489612.166666667
LSM4,3835045.66666667,3018251.33333333,7359546.0,5599091.79166667,2846075.66666667,4644628.0,6470667.85416667,3451700.4375,4700591.0,2422662.41145833,4882244.66666667,3733843.875
USP7,870289.625,542560.25,1028095.0,990539.828125,702355.375,961541.109375,814091.5625,614127.484375,1331718.78125,2058613.875,1201693.90625,657409.8125
UCHL1,947147.8125,337773.291666667,895867.416666667,1046393.33333333,1586386.10416667,1141729.5,682611.947916667,280341.395833333,914593.510416667,1007950.34375,907095.375,613552.645833333
RPS27A,692609180.416667,513715995.0,828064707.5,725216982.833333,745976264.166667,685294814.666667,259687601.604167,224205857.5,391391923.833333,663522301.666667,630759855.333333,482393833.302083
UBAP2L,274404.333333333,158351.75,120459.21875,1134346.625,1111085.85416667,931655.166666667,1336106.16666667,829775.9375,1848463.41666667,1373997.08333333,1138900.375,1275212.16666667
UBA1,,,,,208065.3125,,77562.4739583333,45062.3489583333,81367.046875,135357.270833333,,
UGDH,325688.895833333,315308.208333333,544607.75,429082.041666667,394320.208333333,485931.958333333,579775.375,746068.28125,620872.5,352547.0,415132.666666667,423426.333333333
UGGT1,,,,,,,,60200.2083333333,,,,
C11orf98,5574294.4375,2553314.16666667,4420675.91666667,2690690.58333333,2645309.94791667,1559028.96354167,2418275.875,3380943.875,17552759.75,5217027.125,3406069.5,2976828.44791667
C7orf50,2655331.58333333,1948485.45833333,3392105.16666667,1827131.41666667,2715623.83333333,2632675.83333333,1196182.10416667,1295611.10416667,1851509.41666667,2602926.25,2630607.25,2480146.04166667
MYO1B,,,,130172.479166667,,,,,,,,
MYO1C,4110807.54166667,4013929.875,5128939.47916667,2738834.14583333,2843751.41666667,2482233.33333333,1254775.65625,742567.125,3676782.97916667,4829161.33333333,4529223.70833333,3490240.66666667
UTRN,954959.0,556439.041666667,895578.166666667,925769.833333333,492300.5,798163.666666667,480534.208333333,,591105.541666667,1043823.91666667,989113.583333333,677932.833333333
UACA,294515.0625,645881.75,682718.041666667,376582.666666667,645336.916666667,915544.166666667,389145.166666667,377338.541666667,413738.916666667,315057.645833333,967976.583333333,371832.25
VPS35,,,,,,,,,,,,
VARS1,,,,,,,281568.458333333,,,,,
VASP,,,,,,,,20529.7890625,,,,
SEC22B,1915549.20833333,1432080.17708333,2043578.11458333,1006484.91666667,1781051.41666667,1767621.0,1044240.38541667,451871.947916667,1186311.35416667,1559051.04166667,1453168.23958333,1523278.95833333
HDLBP,5045003.33333333,2969042.08333333,5580124.33333333,3421848.0,3883344.58333333,3481540.83333333,2622712.5625,1558692.10416667,3864753.66666667,5757644.33333333,5494666.83333333,5212966.75
VIM,258206975.333333,229579992.25,357964309.458333,87563847.96875,177122261.427083,116870620.5,147933515.666667,130941316.463542,242039704.083333,173453549.208333,135392115.291667,68146129.375
VCL,217864695.208333,147220436.666667,297022573.125,263583800.291667,292196142.416667,279982986.375,111004244.75,62632638.375,94223070.25,127513655.875,147735748.083333,148247732.583333
WDR1,1745015.41666667,1606427.5625,3163688.02083333,1282779.75,1557896.29166667,2681324.54166667,877255.833333333,299101.583333333,1964383.6875,2380146.83333333,2380807.45833333,1152080.61458333
WDR18,233147.4375,185425.645833333,390725.125,103386.385416667,169302.020833333,145882.614583333,128932.302083333,374962.614583333,430855.1875,1219631.8125,614792.96875,977899.395833333
WDR43,835651.4375,720858.15625,1190940.5625,270368.15625,534979.171875,661529.75,460563.71875,587369.90625,799946.375,1013615.28125,834377.09375,375231.09375
WDR5,310313.71875,857963.578125,464750.0625,264833.03125,292056.375,255995.75,653192.65625,200518.40625,644270.1875,,369439.4375,
WDR82,227176400.09375,267803275.9375,378514999.40625,156400778.890625,115911566.070313,195510030.78125,191765582.761719,146582649.3125,190793294.96875,193367955.5625,288477630.964844,184127109.5625
SMU1,997371.21875,814720.9375,,1175695.25,1842210.0,,,,847329.625,,,836400.5625
XRCC5,4435364.58333333,3244533.20833333,4463132.29166667,1492524.41666667,3568896.58333333,3363272.33333333,2313940.33333333,1701907.70833333,2031868.70833333,4395140.08333333,3440399.83333333,3684060.41666667
XRCC6,53283446.0208333,34770021.6770833,9401510.39583333,5445797.75,39255583.7291667,6671200.70833333,4876608.07291667,3553296.08854167,6892764.83333333,36034943.5,7912939.66666667,40864832.6666667
YBX1,6871169.95833333,4764557.71875,8523195.22916667,5626877.27083333,7399406.45833333,4361935.125,4014884.04166667,5042553.03645833,8738712.29166667,15376373.9166667,11741976.9791667,10458347.0416667
YLPM1,,,,,,,31349.958984375,,,,,332392.40625
ZC3H18,,,356807.453125,,29765.861328125,,44282.59765625,26801.314453125,17703.513671875,,,
ZC3HAV1,386768.239583333,73238.8645833333,325230.192708333,189381.197916667,148094.114583333,103006.552083333,155620.84375,92409.03125,265044.96875,299097.328125,261643.28125,360989.760416667
ZMYM3,1546022.34375,2703680.25,1472857.875,1721551.25,521186.0625,1326697.75,586126.75,2485516.75,2686928.796875,1016865.875,4410579.5,1417332.625
ZMYND11,,199228.083333333,,,,,3617914.29166667,3029741.375,5329024.83333333,1319455.5,1284836.1875,1471522.375
ZNF512,9586879.66666667,6360256.83333333,9445291.83333333,7091866.0,7596903.83333333,6297787.33333333,2634991.45833333,2839044.75,4731288.0,9178440.75,8307271.16666667,7553316.33333333
ZNF512B,,481189.3125,386605.40625,961755.375,,839934.75,189222.640625,700390.8125,1149132.125,2008012.375,1305859.875,
ZNF800,1516331.54166667,948485.708333333,739518.958333333,205503.0625,775334.25,542650.125,2734431.70833333,1524918.0,3320130.875,1976327.91666667,1619402.64583333,2126770.29166667
ZRANB2,135462.25,198110.3125,,,203441.752604167,177510.302083333,89489.3229166667,111753.833333333,439619.541666667,324795.8125,,
ZFR,,,,375182.53125,315955.65625,,,645593.3125,1824669.875,1449104.125,743092.3125,605277.375
AZGP1,7092820.16666667,7777355.92708333,14424975.0,4493466.75,6012603.75,5489927.95833333,4363089.5,5296674.66666667,8245944.85416667,9541946.25,11976606.1666667,13511962.4375
ZYX,268096.125,348877.125,742882.291666667,238346.604166667,898602.208333333,,295040.729166667,520286.604166667,680758.5,544562.947916667,,
