Label,H3_1,H3_2,H3_3,H4_1,H4_2,H4_3,H3K4me3_1,H3K4me3_2,H3K4me3_3,H3K4me1_1,H3K4me1_2,H3K4me1_3
CAPZA1,,,,,,62353.984375,21716.58984375,,,23485.7994791667,,
CAPZB,155505.739583333,87819.2916666667,388668.041666667,,374049.989583333,479767.588541667,,313527.958333333,411346.927083333,,386838.28125,
FUBP1,2539236.45833333,2273808.20833333,1815337.91666667,3696959.95833333,6049516.625,3604112.08333333,6445370.30208333,4789488.83333333,10590919.5,6653679.83333333,4068532.41666667,4839538.83333333
KHSRP,2990522.125,2492239.91666667,3133049.625,4112413.33333333,5875669.41666667,4387218.83333333,6034337.0,4205186.75,7667970.66666667,4956410.0,3955663.91666667,4139444.91666667
FUBP3,167174.770833333,137842.541666667,165924.104166667,487673.5625,786629.192708333,327473.135416667,549648.520833333,584993.395833333,534343.375,643774.541666667,91968.625,138569.833333333
FSCN1,295912.583333333,2788338.91666667,3466223.875,1071250.203125,1865560.77083333,2343540.5,1662271.45833333,2076051.47916667,3241795.125,1429541.97916667,2611534.75,3327716.33333333
FASN,7366218.47916667,7096446.79166667,7748867.29166667,343636.333333333,,4743315.33333333,1882216.16666667,141951.052083333,5491013.25,3416686.33333333,1000385.16666667,
NCCRP1,1430816.66666667,1231748.625,2791547.79166667,1351777.10416667,1053336.58333333,1449017.66666667,1413564.5625,1379202.95833333,1160111.875,735841.229166667,2281901.83333333,4103028.66666667
TBL1XR1,1501839.125,,,,190602.171875,,373795.1875,81876.0390625,291431.40625,,,
FARP1,,,,,,,,212145.015625,,,,
FERMT2,,,,182230.8125,,,105488.729166667,83481.9010416667,,216964.666666667,111410.21875,
FBN1,830839.333333333,,1394038.75,1660480.83333333,,1783514.83333333,1212907.29166667,245778.317708333,,,1575258.5,
FN1,50367943.0,56327534.3333333,98545555.6666667,28036799.9166667,65205457.0,43369112.3333333,25549087.296875,24240260.6666667,53549119.1666667,47906963.0,42899434.6666667,21711272.9166667
FNDC3B,78163.8333333333,,,,189799.625,,189221.479166667,104988.385416667,,,,
FBLN1,4394642.5,4305531.04166667,6508003.1640625,1322349.91666667,3419556.14583333,1914362.66666667,597622.375,1286939.86458333,2890490.375,3335783.85416667,3091822.9375,1258327.125
FLG,1024326.35416667,1166021.15625,2988773.57291667,831553.354166667,1639256.64583333,4225804.9375,2252836.32291667,1893915.71875,1135304.46875,1635688.01041667,1986137.0,11297312.5833333
FLG2,6663379.16666667,4625540.83333333,20251994.4166667,8142742.83333333,6147249.5,9020198.5,3936126.08333333,2955334.29166667,5448377.0,4114481.16666667,11971023.0,39495812.125
FLNA,169669547.5,205392592.25,217032599.5,133509769.166667,169330227.5,118885830.75,107038024.244792,87215313.4166667,148560222.583333,156069420.166667,155526267.083333,169988308.166667
FLNB,3678201.33333333,3353963.33333333,4244169.33333333,2345929.5,3451230.0,2515909.16666667,2266803.83333333,2081414.33333333,3500406.95833333,3768904.0,3256750.0,4184489.66666667
FLNC,679605.895833333,15911026.8645833,594640.708333333,8197777.55208333,10089633.375,5553493.875,13588911.9166667,6678536.59375,23125868.6145833,996628.291666667,655635.0625,20586148.0
FEN1,5031809.3125,1635592.5625,4493640.625,3161261.5,4243865.25,3105038.0,3716800.125,2811173.625,3769373.625,2816430.6875,4876903.375,10424736.375
FHL1,779595.916666667,1369236.33333333,2317467.41666667,1262895.5,1093409.70833333,1411251.5,521024.96875,839881.104166667,1674513.375,1259219.375,3954516.02083333,1384660.70833333
FHL2,1598226.15625,1085510.58333333,2108342.83333333,906266.208333333,1515196.875,802877.541666667,580198.583333333,1025795.0,2106103.22916667,1792110.35416667,1254430.9375,737705.145833333
FHL3,,,840428.375,,,,,,116999.6328125,172099.390625,,
FXR1,898615.166666667,392376.208333333,1736835.20833333,1205591.76041667,1582067.58333333,800350.9375,1563246.27083333,933796.041666667,2345690.45833333,2294360.6875,2510525.41666667,1342733.83333333
ALDOA,643382.708333333,289428.020833333,1699276.16666667,237318.645833333,543282.166666667,626114.625,375420.0,756995.145833333,315090.604166667,451292.291666667,289315.875,420714.458333333
LGALS1,1333993.20833333,939816.729166667,3019158.41666667,1286801.5,2391278.85416667,2441810.125,985204.125,997438.020833333,1818334.79166667,2839545.25,1986309.25,1683662.16666667
LGALS3,1126652.5,976215.666666667,1683466.83333333,458913.911458333,1162210.75,740446.583333333,350621.375,572039.364583333,1156826.28125,794751.5,825153.979166667,81203.2708333333
LGALS7,3100121.41666667,3418145.41666667,6991142.25,2967880.33333333,2061601.0,2078878.41666667,2578812.79166667,2093167.02083333,4268687.5,3420921.33333333,3604743.91666667,12794728.6666667
IFI16,3927913.66666667,2541061.66666667,3808842.91666667,3498658.5,3674233.0,3163264.58333333,3401152.0,3111375.58333333,4242176.58333333,4038155.33333333,3884257.16666667,3636090.58333333
GSDMA,607866.916666667,386396.833333333,1620918.47916667,618751.208333333,404041.416666667,530372.375,685740.25,606983.041666667,542408.208333333,561236.666666667,805718.416666667,9021855.0
GSN,5703051.97916667,6558303.33333333,7723851.8125,4003399.33333333,3235688.26041667,6178030.39583333,3559727.58333333,5766534.0,5777057.25,5807738.79166667,6494366.08333333,5819621.91666667
GTF2F2,407816.84375,304219.96875,656375.5625,426461.0625,345519.78125,368629.9375,352560.3125,313878.0,468490.46875,388114.5,297555.5,334631.3125
GTF2I,1384708.70833333,726751.21875,2510755.54166667,2128411.33333333,644378.895833333,1890794.16666667,839635.291666667,990966.192708333,1505758.91666667,1632919.75,1632694.41666667,939692.291666667
PRKCSH,33177162.6666667,28256282.6666667,41296720.0,33444434.6666667,45173605.3333333,33310082.6666667,13199324.0,8674904.66666667,18144442.1510417,37060333.3333333,25798498.6666667,37844946.6666667
GFPT1,,,,,,,,,730043.916666667,,,
QARS1,,99952.8020833333,,,,134970.0625,,,,111010.541666667,,
GSTP1,793310.25,,691368.0625,466169.0,,,224512.90625,166511.71875,,571374.125,,515641.40625
GAPDH,6837487.33333333,5846534.16666667,11546970.0,6980977.83333333,5250503.0,5560917.66666667,5761368.41666667,3538374.66666667,5909747.66666667,2942537.91666667,7723989.16666667,11811234.8333333
PYGB,,,,,,,,,,,,
GMPS,510708.75,297791.625,390791.291666667,231430.041666667,859198.114583333,784227.098958333,542232.166666667,312908.572916667,135337.510416667,,84923.4739583333,
GLG1,,,,,,,,,,,,
ACBD3,,,,,230519.203125,132658.953125,,,,319095.09375,,
GOLGA2,,,,,,,,,,,,
GOLGA3,,,,,,,,289547.3125,708186.0,3606681.625,3745407.33333333,3673196.33333333
GOLGA4,,,,,,,,,,,,1171974.0
GOLGB1,,,,374098.833333333,,672424.791666667,,,,,276944.833333333,349325.208333333
RAN,7918502.33333333,5507222.16666667,7722120.91666667,7657310.25,7325762.33333333,8174887.54166667,4278998.85416667,3610144.22916667,5696497.29166667,4223624.83333333,6757385.25,4945206.66666667
GTPBP4,3471340.83333333,2365880.75,8941247.5,1783639.85416667,3553765.75,1842714.79166667,1791212.95833333,2151657.54166667,4070188.41666667,6984613.0,5439170.33333333,5890320.16666667
SAR1A,2734598.25,3165504.5,7988740.5,2808578.875,2059250.59375,2693871.1875,1881082.875,847305.15625,2570227.96875,1917751.375,2588480.75,3578541.25
GNB1,2148155.25,,3540264.5,1733905.125,1337179.25,1918338.125,1072053.875,1268548.25,2200957.75,2124559.5,2106183.75,
GNL3,3814597.66666667,3776189.16666667,8676293.5,3458773.66666667,2635559.83333333,2656462.875,1620395.97916667,732680.802083333,3874968.16666667,3586264.16666667,3143541.08333333,3075246.75
GAR1,2176488.91666667,1622006.3125,2380103.75,3220510.45833333,2509028.91666667,3304290.91666667,5050570.41666667,3526669.875,4800736.66666667,3190526.70833333,3309648.33333333,3628429.125
NHP2,1049557.625,653490.8125,1177303.5,1165572.0,1349091.125,,2027660.25,1265479.484375,2018614.59375,1995575.84375,888915.375,1060609.5
DKC1,4502677.75,1713969.25,5423910.58333333,2343705.16666667,1201662.83333333,661346.916666667,2096147.20833333,1794234.75,3523792.83333333,3431151.95833333,2635172.08333333,1654044.77083333
HEATR1,,137101.21875,198284.0625,,,416605.328125,262938.59375,302627.90625,423879.3125,358655.75,155948.765625,220533.34375
HSPA1A,382229.083333333,787933.479166667,1720054.8125,168791.458333333,1336566.54166667,854999.0,608235.927083333,798820.416666667,2211543.97916667,1258904.22916667,774705.0625,1190299.0625
HSPA4,,,,,,,,,,,,
HSPA8,5712919.91666667,4012241.75,8418522.16666667,4722241.0,6881858.66666667,5345968.75,4518902.0,4187615.9375,7151146.625,6601554.83333333,5383152.8125,4450546.25
HSPH1,,,,,,,,19069.1588541667,,,,
HSPB1,7409636.375,4964502.375,9116939.08333333,5288879.70833333,6103659.29166667,4398572.04166667,4796208.29166667,4064337.72395833,6158943.79166667,5975724.66666667,4382737.22916667,8431157.29166667
HSP90AA1,1090978.45833333,253109.770833333,937345.041666667,531803.020833333,1290429.91666667,356205.260416667,560150.416666667,470596.072916667,1590709.125,721746.9375,1007501.83333333,1310163.66666667
HSP90AB1,60060.015625,424948.291666667,1171716.10416667,543910.19140625,1012140.16666667,581592.5,716915.09375,574964.708333333,1087229.88020833,722630.416666667,770506.419270833,
HBD,683916.625,946282.875,1754637.25,274002.25,575855.1875,16876422.0,534088.875,450353.671875,712345.5,570234.625,834801.875,713937.6875
HDGF,11973173.3333333,6069713.66666667,11796032.5,11029401.8333333,20241047.0,9682916.16666667,4857073.5,4107606.16666667,8085783.25,11160341.6666667,9945240.75,10337739.8333333
HDGFL2,3157764.25,1320004.83333333,3850319.75,511762.291666667,2340028.0,850221.1875,1077114.64583333,1690525.66666667,2480201.875,2025584.75,3043922.75,1540433.79166667
HDGFL3,12170951.25,7483740.58333333,13572580.0833333,13555206.4166667,12943998.6666667,10964604.3333333,4120566.79166667,3670319.35416667,4794971.0,11280975.1666667,11257358.9166667,11775924.0833333
HP1BP3,87014030.4166667,59333899.5,90889602.875,68490266.7083333,74476213.8333333,70914763.25,25490211.4375,21614100.1497396,36605666.5520833,93682027.6666667,76957726.6666667,70342955.9166667
HNRNPAB,1034021.25,623718.416666667,1746789.16666667,1375296.20833333,1513125.33333333,1109105.609375,1272574.04166667,1399286.27083333,2448154.375,2352378.58333333,2145070.75,1659918.86458333
HNRNPA0,10720722.6458333,7654386.70833333,12598972.9791667,8705953.95833333,7950452.79166667,9085407.3125,10246993.5833333,7095424.0,12892078.8333333,14773739.0208333,11140273.7083333,9672454.25
HNRNPA1,15563003.0104167,15280650.71875,23814277.0,17049297.75,20330732.0,19217320.9166667,20639850.0625,12559392.5208333,28651931.7395833,18839108.6666667,15926582.0104167,16056481.34375
HNRNPA3,7005818.45833333,5997636.25,9925948.9375,7032427.33333333,9437655.66666667,7251167.08333333,7488911.9375,6388103.44791667,13123277.2916667,145816481.25,10200058.0625,144559990.958333
HNRNPD,6179135.61458333,5429679.80729167,9695451.45833333,5984555.33333333,10815113.1979167,8104956.578125,10288226.0,6544635.66666667,14808612.75,10508086.9583333,6864139.66666667,8356006.0625
HNRNPDL,20381768.3958333,3812079.04166667,42920414.0416667,8198470.54166667,14642695.0416667,8335235.9375,8127045.45833333,3657936.15625,18074522.3333333,13997130.9791667,18738919.9166667,33865656.3125
HNRNPF,15996400.4166667,9766029.625,17587128.8333333,15673314.4166667,16363702.0833333,16501505.9583333,8150201.84375,3047202.36458333,12068970.9166667,13661838.5833333,10862456.0416667,12127112.9583333
HNRNPH1,2066236.91666667,3291324.875,3297755.33333333,2606413.91666667,3781080.95833333,2649037.58333333,2525362.91666667,1700874.20833333,4760525.83333333,3273277.16666667,3704028.375,2923283.45833333
HNRNPH2,1145098.35416667,1162672.1875,1451689.66666667,588085.0625,1425453.97916667,728688.5,1077451.92708333,363013.458333333,2494518.375,1201127.75,955678.0,1498748.953125
HNRNPH3,4330398.5,541915.083333333,1804088.41666667,2733721.16666667,3417818.41666667,1050537.85416667,3599006.29166667,2975673.08333333,5457592.33333333,5371347.375,3699051.33333333,2532932.20833333
HNRNPK,28444377.8333333,16415516.1666667,28072501.6666667,26937524.5,32358407.1666667,24516085.0,34769835.0,21989167.3333333,58976149.3333333,44108740.6666667,35250175.0,41098289.3333333
HNRNPL,6401401.91666667,4798677.08333333,6591891.20833333,6678101.375,8873578.91666667,7196774.25,6192058.20833333,7328245.53125,16367592.5833333,11806839.4791667,8720951.5,8511167.58333333
HNRNPLL,142759.958333333,,,,313564.125,230267.848958333,299693.291666667,84066.28125,504493.229166667,316144.208333333,169867.677083333,
HNRNPM,6799408.16666667,5260520.0,8611467.33333333,5292537.5,7151792.33333333,4960470.5,6611263.66666667,6188222.66666667,12325616.0,8384206.16666667,8346856.5,7536218.83333333
SYNCRIP,4959239.45833333,2864239.4375,5476402.91666667,5968807.95833333,7872709.58333333,5916171.0,8740090.33333333,4382959.88020833,10925660.8645833,11578401.0625,7984886.8125,10369843.6666667
HNRNPR,62319241.6666667,38814043.0,84847483.75,96906496.5416667,62408027.7916667,64993157.0,58248572.4583333,24817775.2395833,62439257.8333333,53695177.0833333,74723553.5833333,174094361.041667
HNRNPU,16677498.6666667,14945367.5,23444552.6666667,14327731.3333333,18365963.3333333,19154722.6666667,12237556.6666667,6929326.54166667,22694752.1666667,22939133.6666667,19506023.5,19626776.1666667
HNRNPUL1,875819.416666667,1562416.0,1385240.75,2110066.75,2679198.04166667,643920.541666667,1715915.10416667,1522120.98046875,2564947.83333333,1849266.33333333,1410178.33333333,1139253.58333333
HNRNPUL2,1523905.0,1410174.20833333,1921567.95833333,1726936.546875,1674646.5625,1894963.75,2454300.52083333,1293609.625,3068492.33333333,3371130.4375,2491388.0,2119493.58333333
HNRNPA2B1,24219740.0833333,21045582.5833333,32755806.3333333,23093158.875,31362864.34375,25799030.3333333,35097161.75,24532588.4427083,42316857.3333333,30107314.3333333,23961564.6666667,24167832.6666667
HNRNPC,22751624.25,17247327.6666667,29115331.3333333,15485492.9166667,22645501.7083333,13714425.0,19744457.5,20766633.875,46263965.8333333,37087106.5,29273409.1666667,22940933.125
HMG20A,526788.25,306218.40625,1366679.9375,1412148.1875,772101.6875,,213958.5,148622.125,309555.5625,545113.0625,1256981.515625,
HMGB1,42690676.1666667,29843701.4166667,61154862.5,52325082.75,41452776.3333333,35669493.4166667,15322046.8333333,16195097.5729167,21937921.3541667,28819278.375,37692325.0416667,32246103.4895833
HMGB2,20806742.2916667,14148406.0,24149023.8645833,22573734.4583333,18159813.84375,14790943.0208333,6153872.33333333,7304566.66666667,9195987.38541667,15422030.7291667,16188110.1041667,14869469.5833333
HMGB3,7866560.25,7037161.41666667,8706318.33333333,7730415.41666667,10582351.8333333,7617188.16666667,2862004.79166667,2025837.39583333,3539970.08333333,5625817.54166667,5768326.58333333,5907579.5
HMGA1,364586100.958333,209120912.75,411892116.583333,458983873.520833,343103629.166667,332419762.604167,80773128.4166667,93916034.1666667,140277501.25,320975670.5,297097289.791667,261688967.0
HMGA2,113381326.5,65610141.1666667,116806286.333333,121394937.166667,87190257.75,118343464.958333,22753278.4583333,26094835.96875,41692611.8333333,106310414.0,105680015.0,94784906.6666667
HAL,789556.8125,1478084.875,1661184.125,626607.5234375,,753853.71875,724575.37890625,770175.477539063,1721385.0,818334.8125,1100680.125,3330520.875
HRG,,,,,,,,,,1574643.9375,1515621.25,
KAT6A,,404086.0,,,,97095.8020833333,1216489.54166667,1928711.25,1851798.0,940503.25,,447639.875
KAT7,423441.666666667,504414.53125,1316051.44791667,560495.364583333,522452.520833333,100188.354166667,979166.109375,706461.151041667,823911.666666667,1594038.52083333,1191807.77083333,1159839.63541667
HDAC1,2408791.45833333,1942026.33333333,2619848.27083333,1596653.125,2468462.02083333,1982112.625,5814052.41666667,4085561.33333333,7661166.0,2453906.125,2597758.58333333,2558126.41666667
SAP18,1619640.83333333,1134619.31510417,1680287.75,1190661.04166667,567550.208333333,954204.0,1842430.66666667,2361116.54166667,2841248.125,2500594.54166667,1391655.83333333,2189088.29166667
H1-0,104669473.791667,43732589.3958333,128146779.75,109408272.791667,90917076.7916667,77373338.375,17625737.625,14911976.6041667,26989451.5416667,71523160.0833333,65994735.9166667,71538029.4583333
H1-1,23845673.3333333,12913756.0,31778897.0,24133399.5833333,20212678.7291667,23127884.125,4382300.48958333,3177641.16666667,6627254.16666667,14941886.0,14963711.1666667,16409102.1666667
H1-10,16462736.2291667,8178912.60677083,18294266.8333333,15884484.3333333,15100226.8177083,15139213.1666667,6185758.25,4624485.91666667,7649456.29166667,9809840.31770833,12774007.1666667,12800570.6666667
H1-5,1283517966.25,702253825.161458,1648311184.33333,1333787339.52083,1238842195.16667,937164926.791667,232681494.541667,209519265.979167,447519316.666667,869978866.854167,908651766.208333,848709173.208333
H2AC21,133374053.0,170649768.0,314392196.0,185558510.0,184691960.0,186327946.0,33663196.46875,36710082.3632813,109189943.0,165238234.0,213703886.0,192877976.0
H2AC20,15310581.0,12556039.9166667,17402082.5,15512896.8333333,27671426.3333333,26079886.8333333,4636194.0,1635652.16666667,13803122.8333333,12803196.1666667,5595224.125,12363162.0833333
H2AW,6520958.375,6041763.625,7299502.75,7446114.75,12516104.75,14003649.5,1806894.75,1003811.4375,6471732.5,5109337.125,3553933.125,4229546.25
H2AZ2,198001452.833333,139186055.083333,251298829.833333,257616526.166667,249324939.0,232072262.583333,196870668.333333,121782568.666667,167327056.0,167752953.5,166514727.333333,183704304.0
H2BC4,4520036447.0625,2118935776.52083,4720096256.625,4932942633.47917,4588416491.10026,4391251825.40625,1855704903.94792,1458332955.14323,1833641074.69792,3651551508.0,3365507816.02083,3484494346.375
H2BU1,307613006.5,207130800.666667,402734896.4375,365794882.833333,409960706.5,363823541.166667,123535569.458333,89366226.0,130847708.875,188695756.041667,205864054.169271,202490224.895833
H4C1,6958625571.25,5020142361.77604,9069008221.63542,7514469196.80208,7754343533.875,7941730530.80208,3175281264.77865,2095423094.52344,2881501787.93262,5171774845.1875,4924031158.73438,4771430135.22917
H3-2,494492191.666667,336588601.458333,472869913.75,479123615.833333,520883965.520833,364620954.416667,243252120.09375,182177733.625,328918483.25,406740156.979167,424646227.104167,470563541.333333
PHF8,,,,,,,887206.5625,712985.484375,1080823.90625,20309.8125,37236.734375,59001.703125
RBBP4,590681.25,302424.5625,618543.5625,340078.5625,167971.46875,336599.03125,449311.4375,792530.84375,1067508.90625,585764.0,476255.84375,489075.9375
RBBP7,336490.395833333,84364.203125,835733.729166667,311358.479166667,314482.364583333,118191.6875,1598155.64583333,1198332.625,1452217.9375,833155.625,769898.625,136524.197916667
HLA-A,,,,,77709.6614583333,65108.5729166667,,,139759.041666667,88817.8958333333,77415.3489583333,
HLA-C,,,,,,,,,,,,
HRNR,47103672.8333333,37852443.9166667,85599166.8333333,36526744.2083333,32558735.125,47678086.9166667,36318382.3958333,38768791.6666667,45687313.3333333,24976063.6666667,53522417.0208333,50641054.7083333
CDC37,,1760874.6875,,250932.916666667,167479.114583333,,237376.75,234372.388020833,379766.291666667,731248.875,710937.8125,
HYOU1,144167.552083333,,,,,,,18292.8463541667,,,,581022.166666667
IGHA1,820357.5625,632476.8125,2360599.0625,387397.09375,,24926003.75,,633031.390625,739398.984375,514287.828125,1395340.84375,1374640.15625
IGHG1,8592719.25,13625627.5833333,19558339.0416667,8770637.75,8116063.91666667,4967503.58333333,752491286.020833,834610521.166667,1496966306.44792,5758725337.33333,5156285852.41667,4258146794.0
JCHAIN,,,,,,11062409.25,,196663.015625,229423.203125,,572064.0625,
P0DOX7,597716.0,524690.625,718430.9375,599742.140625,365873.15625,641033.2421875,995162.0,961910.1875,1599727.5,1836154.21875,1304328.1875,2307712.734375
IGLV3-10,15151268.3125,7566331.25,34268404.0,46686872.625,6252975.8125,42622484.0,45620956.0,28116534.0,18142744.0,8355082.9375,20824658.0,12895596.1875
KPNA4,,,,,,,,,,,,
KPNA3,,,,,,,53038.19140625,,,,,
KPNA6,330929.104166667,314101.875,737022.583333333,241581.3125,378907.5,356362.041666667,506403.354166667,291504.333333333,355960.958333333,219196.125,294528.395833333,261070.125
KPNB1,622908.895833333,113272.0,571941.114583333,520541.255208333,1277942.875,403103.34375,552056.666666667,187566.0,343550.625,435317.375,265881.125,94861.0208333333
IPO5,60766.4166666667,,,71705.1614583333,133834.354166667,32316.5442708333,55464.6041666667,,97818.8229166667,106994.635416667,,
IPO7,,,,347971.75,286310.5,245381.395833333,240443.729166667,255834.625,,,375344.666666667,
ING1,343099.78125,,,353716.984375,,188913.03125,992385.75,602397.890625,2122436.0625,,,
IKBIP,57034.953125,326592.114583333,1045669.41666667,213089.479166667,1312377.33333333,815158.5,579452.375,381832.572916667,1379789.29166667,942723.0625,830071.125,605325.697916667
LEMD3,1393250.97916667,,1553402.70833333,1118881.3125,977911.375,1190723.83333333,463454.296875,194349.052083333,178999.4375,841494.208333333,252529.541666667,890113.010416667
IGF2BP1,2084442.33333333,1011050.15625,1725236.91666667,1471729.625,1384602.27083333,1035308.41666667,771266.739583333,891199.916666667,2420405.625,2340131.91666667,851091.979166667,1792874.0
IGF2BP2,1683485.79166667,856206.104166667,2279299.70833333,1261141.375,1048263.375,1126119.35416667,1562558.33333333,1328199.85416667,2512498.29166667,2264546.16666667,2328032.0,1733956.27083333
IGF2BP3,2115796.16666667,686424.75,2698340.0,1003035.91666667,1617954.1875,1190531.16666667,1697835.22916667,1212072.14583333,1307095.875,2311210.25,1786849.20833333,984848.791666667
ITGA2,,,199155.729166667,,,,,,,,523802.916666667,
ITGA5,2842669.61458333,2329765.05729167,4729966.33333333,3129427.47916667,5699593.78125,4266314.72395833,6203539.83333333,3345939.66666667,6597147.33333333,3685792.45833333,3346436.0,3432491.66666667
ITGB1,1415324.88541667,848869.25,305821.583333333,818330.010416667,1208153.14583333,292407.1875,958241.434895833,1270498.04166667,2471536.83333333,980685.479166667,533308.020833333,200773.677083333
ILK,,,159232.96875,,161875.177083333,,,57073.7239583333,134532.989583333,,264560.854166667,
EIF2AK2,237427.625,206103.875,626883.78125,342331.640625,354151.453125,329185.40625,171396.09375,,490936.734375,759628.28125,142687.0625,
ILF2,3385948.08333333,763774.166666667,4122979.75,4486642.33333333,4806808.45833333,4106351.85416667,5996473.3125,3210180.03125,6892949.70833333,5478180.45833333,4810683.625,6743679.5
ILF3,4995865.75,3813002.95833333,5625638.08333333,4932627.16666667,7173330.0,5138990.5,5350147.41666667,4216512.20833333,8274346.83333333,8151990.83333333,7049083.0,6003509.75
INF2,,,,,118728.453125,,,572129.875,,143031.828125,,
JUP,13936320.8333333,13167519.21875,23255528.0833333,8546088.29166667,10623995.5,12042101.0416667,9524476.53125,7497821.85416667,15043145.5208333,11160153.8333333,15628187.7916667,28004271.0833333
KHDRBS1,809852.875,2062238.5,2774083.91666667,5186711.72916667,8854017.09375,7954247.625,7437938.86458333,5877621.5625,13491837.0833333,7541886.54166667,5829278.02083333,6399518.09375
KTN1,,89723.8333333333,452472.75,202663.3125,,166349.427083333,402285.625,128032.489583333,508978.583333333,292245.125,,590786.083333333
KIF5B,,,,,,,,41452.078125,104972.9375,,103813.291666667,
KANK2,25533589.3333333,11746550.3333333,18504317.3333333,29403615.5833333,28757413.3333333,29736424.1666667,11113304.2604167,8925289.72135417,9372387.88020833,11592498.9479167,16671719.625,14711062.6666667
MFGE8,,,,347432.21875,,,293373.21875,,,,,
LTF,788293.333333333,1283926.79166667,2272523.25,1628761.875,1517463.5,21883658.0,1139142.29166667,448382.416666667,1517751.76041667,610344.895833333,2028333.08333333,447826.40625
TMPO (2),465867.875,,996752.609375,1081026.96875,864604.1875,972623.375,506053.96875,348692.5625,471762.90625,551986.3125,605070.3125,667623.875
TMPO (1),6119933.83333333,4743520.33333333,6311577.83333333,2919313.66666667,3508533.16666667,2989788.0,2284912.20833333,391135.458333333,2962563.41666667,2692815.34375,6932885.0,2810912.0
LMNB1,54484406.0,40846179.3333333,58985090.0,42785580.0,24649522.0,30257779.3333333,13470856.3333333,7930360.5,13923447.0,30042074.6666667,20320800.0,41491304.0
LMNB2,32168430.6666667,21971613.3333333,34464198.0,28508988.6666667,26795013.3333333,26349985.3333333,8031529.5,7276346.83333333,13263370.3333333,27757385.3333333,22187622.0,20974069.3333333
LAMB1,,100153.895833333,,,,,,,,,,193105.666666667
LAMC1,138792.697916667,69981.625,,,95589.3333333333,,141217.489583333,144043.34375,138707.78125,,217719.104166667,397553.333333333
LARP1,,,,,29392.091796875,26841.462890625,46606.96484375,,,,,
LARP7,,,,,,322393.59375,,,,,,
LTBP1,41071.8098958333,66880.765625,131316.34375,63031.0625,,,46072.8541666667,,,178445.083333333,,116158.333333333
LEMD2,1487854.10416667,1299079.625,2028267.375,1040922.83333333,1256120.875,1090317.734375,803795.958333333,738627.354166667,651956.5,1674055.625,882725.166666667,1886143.66666667
LUZP1,,,,,,,151391349.333333,180771420.197917,287744725.333333,1248022954.66667,660328448.0,723620737.520833
LRRC59,9385415.91666667,7158430.91666667,5296481.58333333,6596560.29166667,7091218.75,7284176.45833333,6757577.66666667,2599410.44791667,4392134.625,10715745.7083333,5629099.875,3878868.375
LIMS1,,,170923.416666667,154490.03125,159795.270833333,,,2257597.0,969955.5,474190.416666667,498075.666666667,1094618.08333333
LASP1,4011541.83333333,5251175.08333333,2914945.91666667,966489.75,10968876.25,1636765.95833333,230841.729166667,1442578.83333333,1740307.54166667,2258323.41666667,1389155.66666667,602914.604166667
LIMA1,559909.875,68108.0625,,,155839.875,66977.359375,,229132.25,1089374.375,421924.385416667,167180.46875,311615.333333333
LMO7,,,478736.875,345199.458333333,326665.583333333,562250.708333333,821485.083333333,280269.166666667,1106166.75,521138.0,528074.166666667,
LIMD1,,,,,,,,,,,,
LPP,153442.25,,2276934.33333333,,,,209133.833333333,1595786.16666667,1519094.0625,4313108.13541667,,8293630.0
LPL,,123288.7734375,245559.921875,299215.5,,168171.0625,328620.1875,,274839.875,,,
PPFIBP1,,,,,,,384569.21875,98067.328125,,,,
LDHA,350254.708333333,119967.135416667,351810.0,,693276.104166667,316433.270833333,,239696.088541667,705897.833333333,1556841.08333333,198217.03125,663722.625
LUC7L3,897193.083333333,590663.125,1304672.0,1100882.5,1081405.66666667,767533.25,319891.729166667,376680.59375,719590.0625,2896294.39583333,648423.291666667,3461391.45833333
SSB,609628.010416667,475809.40625,691915.635416667,437462.125,1088670.17708333,441087.666666667,258707.125,373078.166666667,699698.239583333,1806960.08333333,1019195.4375,519784.125
KDM2A,1056218.3125,456753.177083333,1428193.5,1096431.79166667,399084.916666667,439864.125,1934888.41666667,1554135.875,2815994.79166667,813290.333333333,803750.9375,824767.791666667
PHF2,,235782.291666667,272245.354166667,222048.354166667,,75906.953125,8936817.0,6763832.83333333,12912379.6666667,623548.208333333,724935.229166667,182874.25
LYZ,3646085.0,4224493.16666667,19438983.3333333,2331243.625,3907601.91666667,57365469.5,3068124.21875,2014901.875,3321604.23958333,2350422.75,4388404.33333333,2680809.20833333
LOXL2,509340.041666667,,,,340205.0625,,,260272.109375,263306.520833333,319961.333333333,164429.197916667,
MVP,,,,,,,,,,,,
MOGS,160129442.583333,59842501.4166667,160538369.625,153607652.4375,131545343.041667,135428790.145833,59418472.5,45708692.8411458,55713993.8333333,124471452.083333,116152311.916667,124350906.75
MATR3,3007665.72916667,2686525.35416667,2094202.5,1123278.57291667,2595868.4375,962381.1875,2670261.08333333,2206849.79166667,3095220.58333333,2538649.5,1187878.04166667,1263724.79166667
MT1X,1161792.1875,865958.46875,1140074.75,866449.875,1207527.0,869748.375,291080.625,357367.5859375,517003.1875,1194552.25,1000610.15625,856290.375
MTA2,11625170.4583333,7875653.79166667,18179420.2083333,32787102.1666667,20650283.3958333,33166537.2083333,1078252.94791667,1117402.79166667,1937696.29166667,1295114.08333333,938346.5,1293423.64583333
