Label,H3K9me3_45bp__1,H3K9me3_50bp__1,H3K9me3_55bp__1,H3K27me3_35bp__1,H3K27me3_40bp__1,H3K27me3_45bp__1,H3K27me3_50bp__1,H3K27me3_55bp__1,H3unmod_35bp_1,H3unmod_40bp_1,H3unmod_45bp_1,H3unmod_50bp__1,H3unmod_55bp_1,H3K9me3_35bp_1,H3K9me3_40bp_1,H3K9me3_45bp__2,H3K9me3_50bp__2,H3K9me3_55bp__2,H3K27me3_35bp__2,H3K27me3_40bp__2,H3K27me3_45bp__2,H3K27me3_50bp__2,H3K27me3_55bp__2,H3unmod_35bp_2,H3unmod_40bp_2,H3unmod_45bp_2,H3unmod_50bp__2,H3unmod_55bp_2,H3K9me3_35bp_2,H3K9me3_40bp_2,H3K9me3_45bp__3,H3K9me3_50bp__3,H3K9me3_55bp__3,H3K27me3_35bp__3,H3K27me3_40bp__3,H3K27me3_45bp__3,H3K27me3_50bp__3,H3K27me3_55bp__3,H3unmod_35bp_3,H3unmod_40bp_3,H3unmod_45bp_3,H3unmod_50bp__3,H3unmod_55bp_3,H3K9me3_35bp_3,H3K9me3_40bp_3
AURKB,15383982.3333333,14352800.0,10636523.8333333,3770550.75,5388743.33333333,5723360.33333333,7636796.16666667,6199875.66666667,5281114.08333333,5312362.83333333,6132879.83333333,3850552.66666667,6110939.16666667,9410158.33333333,11651158.3333333,10446699.5,20580255.3333333,9266115.33333333,471135.375,4762711.08333333,4303891.58333333,7313395.0,4465173.16666667,4630528.58333333,3837242.91666667,4079172.16666667,8341383.5,4741799.83333333,7517161.66666667,4350955.66666667,9466937.16666667,8286154.5,9178873.66666667,3002464.20833333,4077111.08333333,4630531.58333333,4243542.66666667,1561399.75,2854019.66666667,1689654.16666667,3630452.16666667,3895125.33333333,3558178.41666667,7814091.16666667,8632805.83333333
FOSL1,14171840.6666667,5972079.41666667,5455430.83333333,0.0,0.0,9071123.75,9043750.33333333,5883150.625,0.0,0.0,9788095.66666667,11161937.6666667,10793600.6666667,0.0,0.0,11410641.9166667,21857090.5,10741600.1666667,0.0,0.0,6557120.66666667,14875165.0,14424310.8333333,1145573.5,0.0,4598798.66666667,16695579.3333333,15432261.8333333,0.0,0.0,9834741.0,6376790.33333333,13879474.1666667,0.0,0.0,5166521.58333333,10772260.6666667,7495846.66666667,0.0,0.0,9681025.16666667,11487880.6666667,15181700.1666667,0.0,0.0
NCAPG2,20346490.4166667,12187546.6666667,9715117.5,12452326.0,12774376.6666667,15877150.0,14464665.3333333,10804232.4166667,17240300.3333333,13185518.9166667,13631175.6666667,16828764.75,21112719.875,10260613.8333333,14750947.8333333,12868366.0,25770985.7916667,8241132.5,1642826.46875,12193271.8333333,8232299.75,22594083.4583333,9879126.9375,12063367.6666667,6012543.875,10788705.9166667,20968356.0,10902244.9166667,16772028.0,7117501.33333333,12461244.3333333,15026626.2083333,15615727.875,11452285.3333333,14650172.8333333,16527153.6666667,14561012.9166667,11548724.5,11862865.4583333,10983211.1666667,11407911.6666667,9960865.33333333,9025129.0,11553064.375,17269506.6666667
EHMT2,4812307.5,6567458.08333333,5520537.20833333,1981457.08333333,4755466.66666667,5311835.33333333,4562101.91666667,5280496.0,6318892.41666667,3976904.41666667,3506088.83333333,5763891.0,5961998.41666667,4246202.79166667,5326947.91666667,3787407.0,8014358.5,4443926.5,140454.338541667,1444648.91666667,4246852.08333333,5400097.08333333,3105613.5,5074060.41666667,3962318.33333333,2191105.75,8211163.33333333,4626850.75,2877052.0,1167935.04166667,3524277.0,4058171.08333333,2074466.08333333,1021100.83333333,4018094.75,4077856.91666667,1800442.08333333,1111309.20833333,2650941.04166667,3771037.0,2483243.125,1950585.91666667,2466734.41666667,3048832.875,2022546.66666667
AKAP17A,11374420.3333333,7007299.83333333,5569193.0,4232512.5,6089789.0,7344564.5,8916206.66666667,7588959.0,6765015.75,5927512.66666667,7985593.16666667,6971593.33333333,7954232.0,5988645.5,6605835.83333333,5142252.5,12567980.6666667,6338720.5,388780.59375,4268324.33333333,4754980.0,10892997.1666667,5252627.66666667,4822142.58333333,3544534.33333333,2742063.08333333,10418114.3333333,4507134.83333333,2865912.58333333,1245481.70833333,4841360.91666667,4172098.33333333,5035029.16666667,2166805.0,4336695.25,6965131.5,4122615.83333333,5034130.25,3189418.25,4757032.91666667,2685994.83333333,3132984.16666667,4034723.58333333,4033776.58333333,3649123.75
MSLN,11526697.3333333,7229127.0,4729184.16666667,4256185.16666667,6070999.66666667,11087798.3333333,11048447.0,6482186.33333333,12149412.0,7541097.66666667,8967424.16666667,15828685.6666667,13287354.6666667,5984571.5,12484839.6666667,6306073.5,12708898.6666667,4264832.16666667,961141.197916667,7678254.66666667,6392307.33333333,15628030.3333333,5537535.58333333,5671734.0,5385308.33333333,6736223.0,11606988.6666667,7899047.0,5673177.5,2294184.08333333,5589747.33333333,7014926.33333333,7558105.0,6288170.0,7712526.5,10411537.6666667,5539346.66666667,4136716.5,7473799.5,7624609.83333333,5689141.0,5614494.66666667,6063860.5,7005853.16666667,5600939.66666667
NUP107,10636636.0,6561508.83333333,3277957.58333333,5356966.16666667,5897468.91666667,7120534.83333333,5817658.16666667,5966761.66666667,8458824.5,4073513.16666667,6251129.5,7574568.33333333,8672894.66666667,5737784.33333333,4663252.66666667,5153715.33333333,11835194.0,5154318.5,333989.708333333,4100564.66666667,4416287.33333333,11921432.6666667,5700077.33333333,3381106.33333333,3604410.08333333,4727928.16666667,6973390.33333333,3800386.5,3847001.16666667,1279055.72916667,5123831.58333333,6063897.33333333,5024477.83333333,3097492.41666667,3435161.0,6892221.0,6753219.83333333,5030241.58333333,4224741.5,3508569.0,2971595.16666667,3008910.33333333,2949424.83333333,3543234.83333333,8130078.0
PINX1,34322821.3333333,18328760.0,15263018.0,12327335.6666667,20288211.3333333,27030958.0,23717471.0,18109426.3333333,25189900.0,23329807.6666667,19802402.0,21800155.3333333,26929297.3333333,20168327.0,19734036.3333333,19104027.3333333,34447452.0,13072047.0,1158663.70833333,22153662.6666667,13365060.3333333,26569462.6666667,14166023.6666667,15471341.3333333,10963922.6666667,14459945.6666667,31431155.3333333,15423875.0,14032241.3333333,4638316.16666667,18810965.3333333,14792816.0,15081655.0,12804385.0,16764710.3333333,23702139.3333333,16760549.0,13646325.3333333,15503682.0,12133370.3333333,11065161.6666667,10449081.3333333,8595367.0,15651952.6666667,15585732.0
AGFG1,180522102.25,42280360.0,20224391.5625,90505544.0,96603519.3125,125297658.75,70696424.25,16559391.25,167981498.0,142305264.25,68532870.5,108876984.0,181955448.25,98105781.0,90587019.125,95991196.625,124550010.75,18649276.0,23926094.0,73834707.75,17060564.25,94537011.5,44932791.0,77647435.25,3510906.25,116161664.0,197391690.75,57785965.25,170466638.25,58820740.0,114528500.5,122080382.25,112855656.0,173387456.0,139662416.0,122786508.25,109799512.0,90028026.0,114824332.75,64041619.5,94451872.0,91701729.75,79947568.0,110303136.0,160420736.0
NTPCR,13727403.0,8109985.66666667,4871263.41666667,1835565.66666667,2887195.66666667,7667305.66666667,11963236.0,6995976.83333333,5781631.16666667,3538886.66666667,3183947.33333333,8377277.16666667,7219290.0,3864139.33333333,5368896.16666667,2439122.16666667,12929351.3333333,6693302.83333333,0.0,3411545.5,5397378.10416667,9553438.0,2500433.41666667,2387459.5,5324220.75,2004469.0,11665224.0,7095902.5,2679457.83333333,1144173.66666667,2103421.83333333,2441215.83333333,1774469.83333333,1585467.16666667,2271808.33333333,3220440.0,2317087.33333333,2181829.83333333,1824442.16666667,2566204.08333333,2092324.66666667,2228771.83333333,2269234.16666667,2167681.16666667,2760364.66666667
HELLS,8997020.66666667,5521545.33333333,3816406.91666667,3996248.91666667,5347836.0,5669377.66666667,5785234.5,5224248.16666667,5882356.66666667,3445777.33333333,4496408.33333333,5356389.08333333,5938676.33333333,4457698.5,5188707.83333333,5024970.0,7911944.0,4126398.08333333,494211.46875,4561309.0,4341866.41666667,7270826.5,4679084.08333333,3322337.58333333,2600742.04166667,2272709.16666667,8696057.66666667,2785594.5,4035065.5,2380488.08333333,4233270.25,3992592.33333333,3384795.75,1486499.08333333,3639972.58333333,3851285.66666667,2962258.75,2494518.08333333,3548081.41666667,2496828.58333333,3943583.16666667,4059708.0,3523461.58333333,3314477.0,1537838.5
PRPF38B,10179769.25,6938252.375,4562580.25,6413895.375,8838250.375,6556124.5,9098073.25,5959490.25,5308498.5,6915125.0,6314333.0,8831792.5,5493960.75,8179478.75,9682075.5,6415925.875,8567949.875,5694220.25,1220116.625,4945486.25,5027224.0,7425219.75,5570668.625,8965526.5,4194685.5,6909591.75,12028997.5,6330824.0,6617279.375,2262922.0,5023874.5,6541202.75,6199361.5,4111653.5,5666065.75,5126026.0,4503493.0,4225353.5,3449707.125,5087388.375,3827634.25,4855400.25,2687917.75,6330199.75,5853589.0
ATF2,2657773.5,6456090.0,9285045.5,0.0,0.0,0.0,5748885.0,8182429.66666667,0.0,0.0,922936.25,7627623.5,12120317.0,0.0,0.0,0.0,13078659.3333333,8461517.91666667,0.0,0.0,1709772.16666667,7335003.83333333,10390101.6666667,0.0,0.0,1706053.0,11459149.0,11518423.3333333,0.0,0.0,5490258.5,7716170.0,8373150.33333333,0.0,0.0,3170069.33333333,3974081.33333333,8460769.0,0.0,986509.166666667,2292264.83333333,8579366.66666667,10365912.6666667,0.0,0.0
SNRPC,32838164.6666667,10682534.6666667,8909334.5,6022100.16666667,15643880.2708333,22761388.6666667,15669366.6666667,11281009.0,28455406.0,22207948.0,16910511.6666667,12358811.8333333,29460557.3333333,13522012.3333333,8874379.66666667,16320864.4166667,28004206.6666667,12812456.3333333,1554350.75,14100056.5,10523802.3333333,21381585.0,11114059.6666667,20191560.3333333,15306684.6666667,20123748.6666667,45704286.6666667,17582728.0,13758094.9166667,6486036.83333333,16567667.2916667,20181259.3333333,19262693.4166667,10709616.0,17959548.0,22024750.6666667,17750585.3333333,12005092.9583333,16900033.6666667,15245087.3333333,13868260.3333333,13978897.1666667,13126000.1666667,13020872.25,17547042.6666667
LSM8,6786167.33333333,6702553.75,6931208.16666667,4883963.75,8796711.16666667,10285166.1666667,9671547.16666667,9361438.41666667,11490843.1666667,10171969.3333333,11112671.0,3635794.33333333,10650094.6666667,5107269.25,4451873.41666667,8208755.66666667,4894956.83333333,5803243.14583333,0.0,2226051.16666667,5622636.33333333,2067189.83333333,4855942.25,9006185.79166667,6107603.66666667,7809200.08333333,13520091.6666667,8445760.33333333,7826722.66666667,2778841.83333333,7056205.08333333,9886430.25,6958645.75,5642801.91666667,9970765.33333333,11621727.8333333,7150983.5,7767781.91666667,6598952.16666667,8449098.5,5959058.08333333,8020483.70833333,6918411.0,6365460.91666667,7554191.08333333
Q9NSB4,0.0,639366.791666667,2401097.66666667,0.0,0.0,1877509.0,1086632.08333333,1221309.08333333,40502168.0,0.0,0.0,1413162.0,0.0,0.0,0.0,0.0,2291170.16666667,0.0,500318.333333333,1629306.66666667,1171226.25,1716487.16666667,1352964.91666667,0.0,1173452.83333333,0.0,157819242.666667,2036040.16666667,0.0,0.0,0.0,2065279.33333333,0.0,0.0,3020429.33333333,1729525.83333333,1904349.16666667,0.0,0.0,1161073.75,0.0,0.0,0.0,0.0,0.0
MAD1L1,41737042.3333333,29724994.6666667,26393923.0,15898368.9583333,26116166.0,25106772.8333333,31198827.8333333,32799184.3333333,26955604.6666667,32300966.1666667,28770656.5,34649614.5,37757124.1666667,20856246.1666667,29622222.0,27144844.1666667,45659800.0,23524807.3333333,1798671.74479167,22096338.25,22937477.1666667,36773637.1666667,21555522.6666667,23099716.8333333,19756508.1666667,19008529.9166667,39808095.5,25797896.25,23431253.5833333,10724607.5833333,22180920.9166667,20858290.4166667,20397975.5,15355644.9166667,22005382.0,28615547.5,20589091.8333333,22017819.6666667,15586335.5,24564744.6666667,17614993.6666667,21923136.5,18153857.9166667,17771223.6666667,26389840.5833333
TRAM1,114107374.0,68545968.0,58021826.5,45569713.0,65726510.0,76184006.0,72581904.0,75031549.0,91140728.0,82399222.0,82952894.0,83704024.0,93186646.0,65734041.0,80715630.0,61047413.0,122412872.0,51676908.96875,6617533.0,68956675.875,51444363.0,93131994.0,44931682.5,57712231.0,40086242.0,53581240.0,105000880.0,50923997.0,51625354.0,26110449.5,65205486.0,53107982.0,57145129.0,43539065.0,62792266.0,73992620.0,56865086.0,40418336.0,61619847.71875,56536714.0,44491391.5,42675585.0,44108525.125,51841111.875,68616192.0
TCEB1,26025723.6666667,14413285.6666667,11039121.6666667,9606016.66666667,15317249.8333333,18839962.1666667,16557371.6666667,16982653.6666667,17846936.8333333,13728384.5,16978165.3333333,14367709.5,14170387.3333333,11912002.5,12416552.1666667,12506443.8333333,10060180.8333333,5705666.16666667,215482.916666667,10694524.1666667,9506149.83333333,18914923.8333333,8862519.5,9792149.0,6370327.0,9986916.33333333,9794066.16666667,11087690.8333333,7872078.83333333,6160693.83333333,11284637.0,12168324.1666667,8682946.33333333,9618678.0,12837012.6666667,15982140.1666667,10111436.6666667,8615095.58333333,10618082.0,11197634.3333333,7336952.33333333,5541681.08333333,7553766.41666667,11565607.5,13263666.6666667
FAM83A,4015468.66666667,9645745.5,2311252.0,1958848.0,2438621.0,2152781.0,15726174.1666667,2647711.66666667,2725253.16666667,2284189.5,2721192.16666667,2834228.66666667,2672998.83333333,2245085.0,2114732.16666667,13971379.8333333,4341763.33333333,2141193.5,489677.833333333,6840567.0,2073167.33333333,3607707.33333333,2076819.0,2040330.0,1698356.16666667,1893728.5,9621266.33333333,2077007.66666667,2178166.0,3584248.75,11284239.1666667,2006328.83333333,2164483.83333333,1613376.33333333,1945801.33333333,16586053.6666667,2295766.5,1838563.33333333,3160753.33333333,2243761.83333333,4608898.16666667,1529527.83333333,1951422.5,9650082.83333333,2188951.5
TMEM209,6390412.0,3167925.5,983897.0,1607519.875,1627925.625,2001824.625,1304351.125,0.0,1042819.9375,0.0,0.0,0.0,1409453.875,1742613.25,1684289.25,0.0,2637433.5,0.0,413522.375,1377189.125,1642925.75,1710546.375,1725428.5,1327890.625,759217.375,1237963.125,0.0,1492800.875,1486063.5,1373591.5,3257478.625,1791945.25,0.0,0.0,1476354.5,1669804.75,0.0,1564197.5,1237376.5,1577671.125,1680446.625,0.0,1566994.375,1172971.375,1384789.0
ZBTB4,8837655.0,5946785.5,5958411.875,3724941.33333333,6721904.41666667,8527688.16666667,6378874.91666667,5868613.33333333,6681172.25,6573825.66666667,6620922.25,7043935.16666667,9171965.08333333,4550335.16666667,6776581.33333333,5097295.91666667,10938714.0,3530076.83333333,317839.020833333,6582077.08333333,4397231.08333333,6755535.5,3883322.04166667,4668903.75,3031453.02083333,3228240.91666667,7188208.66666667,4740878.08333333,3630261.125,1403477.08333333,4654170.41666667,2989257.33333333,2089634.5,2772540.75,3909887.91666667,5290060.41666667,3130485.25,3256093.83333333,2537649.5,4275592.0,2734725.66666667,2554147.75,3811155.33333333,3062811.33333333,4344343.33333333
CEP89,4688123.0,6040851.0,5368956.75,5074919.5,6778048.75,6136545.5,3650635.75,2582201.5,7291619.75,4629734.0,6928210.25,5199455.5,4164750.5,6559821.0,3482359.25,5522356.75,4782984.0,3831122.125,516458.8125,2646983.0,2372050.0,3732645.75,2010020.0,6111658.0,1913453.625,2887184.25,5209086.5,4907655.25,2852159.25,2825805.0,6205771.25,2848555.25,3110281.5,3001435.75,3189711.5,2948008.0,3228801.75,2571224.75,1914155.375,4991945.5,2276688.25,2689505.0,4403419.0,5734797.75,7225433.75
SP2,10474085.0,8511060.5,6271394.625,4971991.0,9629738.25,9660868.25,9091315.5,5863642.0,9964991.75,6366693.0,7411862.5,7682756.0,9995201.0,6845969.5,6611361.0,9366997.75,15260883.25,7564210.75,1099955.5,7830258.625,5544918.0,15083089.0,5739159.5,8612915.75,4640302.9375,5759339.5,13177852.0,7358567.25,9050468.0,2843253.75,8549023.875,6987846.5,7250864.625,4685958.5,8174231.625,10768048.0,8498701.875,6490858.125,6356939.0,6194408.0,7033262.125,7285274.25,6589693.0,5432276.0,9792970.5
KAT8,5714423.0,1647595.16666667,2256157.16666667,239039.125,2922180.08333333,4203308.33333333,4111585.41666667,2034183.66666667,1685812.16666667,1803798.33333333,4054339.26041667,3507984.125,2992222.0,975513.0,1117218.08333333,2695719.95833333,6291601.91666667,1685295.125,172265.979166667,2093656.83333333,1615085.77083333,5288899.33333333,2172566.91666667,270305.645833333,567494.708333333,2557532.02083333,5345316.58333333,890213.166666667,1260364.29166667,0.0,3053864.33333333,2229538.33333333,2216919.83333333,0.0,2659334.41666667,3210915.55729167,926687.0,0.0,2761543.08333333,1896950.95833333,1774149.08333333,1486517.41666667,951203.5,1016883.58333333,1531386.5
FOXF2,5384102.0,4523250.0,2976180.75,3782197.75,4068851.5,3919734.0,4790530.5,3796703.25,4579400.5,5179660.0,5029501.5,5269704.5,4628515.5,2558845.0,4668240.5,4835760.0,5926265.5,4091223.5,757975.875,2993504.5,3837339.25,6199140.5,3542707.25,4794638.0,2094350.625,3775852.5,6280408.0,3581348.75,4519288.0,2862711.0,4234541.5,4497069.5,4946081.0,3609187.5,4113750.75,4148182.25,4082702.25,3765047.75,3143060.25,4526275.0,3284310.25,3531876.0,3954694.5,3753617.0,4928907.5
FLYWCH1,14567875.6666667,7020190.0,7366876.33333333,4438818.83333333,4526733.16666667,11582484.0,9848069.16666667,10127244.8333333,10156198.5,6325160.66666667,9174836.16666667,6305952.66666667,13591318.0,5882568.0,10022458.6666667,9381900.66666667,13867641.0,11143497.6666667,506272.333333333,6869848.83333333,11135583.3333333,12552691.3333333,3679458.41666667,11950845.3333333,7955342.5,9814097.5,20641432.6666667,12095555.0,9084073.16666667,4061908.16666667,8073874.83333333,10713767.1666667,7280905.5,4967967.0,8717322.66666667,10361086.5,6899386.33333333,3071347.58333333,2825417.66666667,11201230.1666667,8539351.41666667,9000390.33333333,3043117.5,6695496.0,8766068.0
FAR1,5754685.0,8269443.25,5817858.25,6272953.5,6696085.5,8194116.0,8754225.75,7574048.5,6814836.25,6862235.75,8378719.25,8285828.5,9096361.0,3397314.25,6737928.5,6904977.5,6090485.5,6513396.75,808584.765625,6249761.0,6345885.0,12904694.5,8194651.5,5432677.0,5615971.75,5457262.0,6872788.0,6234531.0,3359854.0,3063764.875,2916818.0,9100329.5,2943192.25,2731711.5,7917089.5,7876069.0,8486011.5,3101179.25,7222499.75,6601625.25,6565559.5,5665358.75,5299389.375,5623780.25,9268150.0
TM9SF3,12607907.3333333,10355404.0,87931920.5,4790725.16666667,6687837.83333333,8326001.33333333,9135579.41666667,6004599.5,8808957.66666667,6294109.33333333,6902700.33333333,7926798.33333333,8147492.0,3076433.33333333,8538796.66666667,7345262.58333333,12836274.5,5748342.5,476357.354166667,6605533.83333333,6669278.5,11863300.6666667,5099317.0,7911185.83333333,5845444.0,4834231.0,11443044.3333333,6132840.83333333,10755070.8333333,2521424.58333333,6080578.04166667,6426054.0,2764799.16666667,5433078.66666667,6051622.0,9070106.83333333,6027747.83333333,4348943.83333333,2761026.66666667,6837118.0,2269018.66666667,2167791.0,1926983.0,6814865.25,7582730.54166667
RSF1,2091278.33333333,2517877.33333333,1319280.08333333,3069133.25,3037044.33333333,3710919.16666667,2616217.33333333,2544372.25,2164866.5,5973850.41666667,2229210.33333333,2927374.66666667,3023481.75,1649342.33333333,2288486.5,1972700.5,3598218.0,1570256.33333333,0.0,2923600.0,2347548.33333333,6018886.33333333,3119308.58333333,2709935.33333333,1184584.75,3254150.66666667,4659794.33333333,1804760.16666667,3701020.75,1451495.0,4469478.66666667,4619375.25,3127234.66666667,1613414.83333333,5059225.66666667,4129790.83333333,3851681.41666667,4384979.33333333,2925237.08333333,3984897.66666667,1852614.5,3805940.0,2956462.08333333,3006013.58333333,3528588.0
RFX1,16043730.0,9155753.91666667,5742550.75,4792474.08333333,9176008.66666667,9581384.25,10743336.8333333,6906281.75,9975297.0,9597180.16666667,9259375.33333333,11787525.6666667,10480345.6666667,7623296.66666667,9254276.08333333,6539423.0,18369200.3333333,6726421.83333333,699818.697916667,8491370.5,6092114.75,13907105.1666667,8022011.0,6659283.83333333,4246609.16666667,5798176.58333333,14113000.8333333,7220752.66666667,6376385.33333333,3566487.75,10343411.3333333,6069611.66666667,6099659.91666667,6620079.08333333,6552679.66666667,10792640.8333333,7652536.5,7413131.0,7285678.5,7582873.91666667,7781685.16666667,4915298.83333333,7634865.41666667,7246752.41666667,11118224.5
NGDN,27305630.6666667,10144234.6666667,12934273.0,10732951.0,10313262.2083333,19972386.0,14074714.6666667,16071382.1875,12498617.3333333,16896939.75,11486123.6666667,18280836.6666667,22910655.1666667,16634631.1666667,15735376.3333333,12759536.0,28827590.0,10006841.7083333,2960309.91666667,18613683.3333333,10307589.6666667,25437518.0,10051144.0,12036182.0,8202248.97916667,11675897.6666667,24637799.3333333,11755419.0,11134419.75,3999407.41666667,14205314.7083333,10737952.3333333,12695056.3333333,13086039.3333333,15073451.3333333,20440429.6666667,13312607.3333333,11623827.6666667,13209340.6666667,11236246.0,10958956.75,9678603.0,9451373.625,11903229.6666667,13163467.0
EXOSC7,12609873.1666667,5724102.29166667,7485262.33333333,6500209.5,6290748.25,10137835.8333333,7010810.72916667,7658263.0,10115450.4583333,8942904.66666667,3131303.0,6588289.41666667,11062420.0,6899125.5,7803747.91666667,6619890.33333333,13685881.0833333,6830042.33333333,475124.458333333,9405191.0,6333617.5,6078320.5,6379849.33333333,6890504.16666667,5318911.83333333,3289997.66666667,11260097.6666667,5999430.75,6198124.66666667,3625554.5,6665405.0,5472424.75,5411942.16666667,6381004.66666667,6528247.58333333,4252797.875,5655464.75,4438336.5,7604187.16666667,5343265.16666667,4964030.5,4993575.25,3880873.66666667,6327630.33333333,7170430.0
EPRS,3181193.0,2859546.0,909926.1875,939184.1875,3180031.1875,2286518.5,2139379.0,2874275.0,3536867.5,2466431.25,3403094.25,3737279.875,2932489.875,2499582.6875,3573682.0,2155618.875,3105121.25,2512615.375,525128.359375,1051297.625,2389421.625,3208819.375,2493862.0,2661851.375,580054.375,1257309.625,2877916.625,2057726.0625,2444065.25,1262343.1875,2656869.625,2580795.25,3110110.5,2477635.1875,1839442.125,2808913.0,2445998.1875,2170344.0625,1331667.375,2468218.4375,602311.4375,2212372.5,889777.5,2398102.4375,3468029.5
TMEM41B,7392807.75,10355701.0,9074721.0,5092994.375,6611656.25,3413772.25,7908027.25,9329439.0,7401173.25,8288243.75,12068156.0,8103573.5,7650522.0,7151433.75,12232105.0,5393119.5,10039426.0,6282907.25,621226.875,5607601.5,6488131.75,13768053.5,6411339.75,5609071.75,4932633.5,5609871.75,9081513.0,5662785.0,6509706.25,2852829.5,5577600.5,9332649.0,6302737.5,3805893.875,8055421.25,3961879.25,9472050.0,4289394.0,5040575.75,8287871.75,4627910.375,6226985.0,5373373.25,6551193.75,8876783.25
ZNF280C,13281534.3333333,11181647.6666667,11672573.6666667,5061306.33333333,4937103.0,3956946.33333333,5040546.0,5195452.66666667,4432759.66666667,6456786.66666667,5192281.0,6196336.0,3917534.33333333,9637732.66666667,10929971.6666667,9813344.5,15522911.3333333,9911491.0,1238143.5,5691320.0,6057244.0,6017814.0,5495925.33333333,6585776.0,6190324.0,4439597.66666667,5599395.33333333,4761569.66666667,7097602.75,4135876.70833333,9471511.16666667,8545724.33333333,8092004.5,4945936.0,4801506.66666667,3887820.33333333,4716017.0,3268818.66666667,5186696.33333333,6276084.66666667,4745327.0,4767990.33333333,5189741.0,8749821.83333333,9903329.16666667
SEC16A,3435010.25,2748835.04166667,2366271.83333333,2204811.70833333,1883567.16666667,3340423.8125,3263928.08333333,2960599.04166667,3352920.875,3034322.66666667,3432601.64583333,2847865.08333333,3407758.48958333,1815741.0,3118863.0,3171100.5625,3616949.83333333,2256332.25,158757.625,1643801.83333333,2273127.61458333,3350099.08333333,1418710.66666667,2729672.33333333,2277208.95833333,2994894.91666667,3611957.5,2453186.66666667,3007529.58333333,1605835.45833333,3387544.0,2424749.5,2542994.08333333,2546765.75,3206666.58333333,2879746.0,2515661.75,2210716.54166667,2281970.33333333,2221558.91666667,2390541.83333333,2513679.04166667,2336102.20833333,3005303.41666667,2768317.08333333
ADCK3,12589417.6666667,4342960.0,4950317.33333333,3884386.33333333,7547892.91666667,7253160.16666667,5461475.41666667,7072239.5,10467296.3333333,5116410.16666667,8282344.25,9590556.33333333,9203480.66666667,4361933.66666667,5532609.5,6442016.58333333,15108780.3333333,5551128.16666667,0.0,7498777.16666667,3984214.58333333,12963622.0,4679283.08333333,7511801.91666667,1954864.0,3452293.33333333,13869179.8333333,3423168.0,6123593.91666667,2657777.33333333,7438996.91666667,4805546.75,4522976.66666667,2622557.33333333,7211928.0,9055533.66666667,6222210.25,3214259.66666667,5140116.41666667,5228464.66666667,4571996.16666667,2183067.83333333,3747584.0,3271019.66666667,5906571.5
LCOR,10550680.1666667,7214716.58333333,6264511.33333333,4604561.58333333,4446304.16666667,6166427.66666667,7144315.04166667,4779803.58333333,4446336.16666667,4579260.83333333,6552615.0,8129665.83333333,7939446.25,5540280.83333333,5814657.5,6580614.33333333,11518682.5,7407730.16666667,180878.666666667,4510076.58333333,4820786.33333333,8710277.16666667,4732599.83333333,6305139.66666667,5632215.33333333,5743644.16666667,11985828.0,6523257.5,5175901.5,2301647.25,7439798.75,6157253.08333333,5709026.33333333,3302740.83333333,5841177.33333333,6926872.83333333,2399840.91666667,2420318.45833333,5640706.66666667,6988798.66666667,3819094.83333333,4266710.5,3497351.66666667,5332446.41666667,7252715.5
ZBTB43,24670296.0,18800682.5,16983000.0,13316122.1666667,17930705.0,18606199.3333333,24338387.3333333,21586569.0,18567710.6666667,16514983.0,19314282.6666667,21701598.6666667,20992184.0,15713853.0,17823075.6666667,14945697.0,29635430.3333333,13572916.3333333,489775.682291667,16566735.0,13754604.0,27545181.3333333,12667402.8333333,15287579.3333333,11521022.0,11782674.0,26672036.3333333,15454095.6666667,13835689.6666667,4656296.83333333,13313067.0,12511934.6666667,12853397.3333333,9570199.83333333,16225051.0,19352855.0,12789067.0,10203540.0,7122081.0,16745280.0,10356637.1666667,10356620.3333333,9861075.33333333,12369076.6666667,14994167.6666667
CEBPD,50569784.0,41032723.0,31218489.5,11099807.0,20547642.0,26103585.5,31251009.0,29625336.0,34959489.25,35763598.0,36510557.0,39800531.0,40605806.0,15589180.0,21667642.0,31035375.5,64855241.0,33357044.0,0.0,20466357.5,19927167.5,44116062.0,29836877.0,12035710.25,19607526.0,30416786.5,61295356.0,34548890.5,12441641.25,0.0,27777053.0,32163027.5,28511223.5,4986100.0,22053292.0,32089604.0,25803208.5,22498844.0,14289378.0,22635890.0,26661408.25,26189032.0,30944845.5,0.0,22862495.75
MLH1,2606019.25,2403080.5,1981646.375,4095204.375,3105253.1875,1940168.875,2122445.25,1879691.875,2229786.5,2244148.0,2498294.5,2388448.75,1954994.375,1685910.125,2189479.25,2110546.25,6398654.75,1739282.75,403260.34375,3791930.375,4094869.625,2314533.0,3589337.75,2141030.0,1618121.875,4896639.125,2662579.5,3589801.5,4542477.25,2300803.375,2214808.5,4384819.75,3309811.25,2985410.0,1786418.375,2240148.5,4215189.5,4189323.25,1807671.875,4061745.5,2818068.3125,3269473.75,1634448.5,4950431.625,5296015.75
